house,name,duration,power,model,efficiency,progress,proposed_status,actual_status,proposed_demand,actual_demand,mode,priority,with_dr,phase,voltage,angle,frequency,mcast_ip_local,mcast_port_local,mcast_ip_global,mcast_port_global,s0,e0,s1,e1,s2,e2,s3,e3,s4,e4,s5,e5,s6,e6,s7,e7,s8,e8,s9,e9,load_class,load_type,profile,skew,schedule,schedule_skew,irradiance,irradiance_roof,irradiance_wall1,irradiance_wall2,irradiance_wall3,irradiance_wall4,len_profile,counter,min_cycletime,min_coolingtime,min_heatingtime,min_chargingtime,min_dischargingtime,charging_counter,discharging_counter
H152,CD152,0.17828938721932508,0.8737362350783988,B7E43D4,0.9470163657284232,0,0,0,0,0,0,47.584618346764984,True,BN,230.0,120.0,50.0,229.118.90.29,11833,224.0.2.0,10000,16.31584990801035,23.67530138261057,17.053212320928953,22.593279046108737,13.7212236681722,23.27629805907075,14.398446910609906,22.04388074664303,15.92163487665757,21.488250526234225,14.058902346694962,21.84186740155027,16.954907079317724,22.726242118705713,15.150321032134823,22.546600799584766,17.19218764677566,22.880653685029575,15.10124433725268,22.082829334672596,ntcl,clothesdryer,B7E43D4,0,P1,101,0,0,0,0,0,0,2497,23.12778724686734,2497,51.823458214373176,53.99835600962862,5,5,5,5
H153,CD153,1.3178872116821119,1.070277958245678,D361222,0.9526432984096551,0,0,0,0,0,0,37.88899759937862,True,CN,230.0,-120.0,50.0,227.113.101.206,11272,224.0.2.0,10000,16.80917056150631,22.37525102147487,18.08214974689749,22.751677861693224,15.86003305988902,23.369857658439102,16.175669290435373,20.502182691105105,15.998910425020865,22.30040810605063,15.086292504888457,21.761893910490862,15.988721113100963,21.694603440091488,16.348961870760643,22.589895068444786,17.013671277413877,24.0,16.400931830039656,22.766228210261307,ntcl,clothesdryer,D361222,0,P4,426,0,0,0,0,0,0,3814,53.607075120065616,3814,42.52719666040576,42.17299491297348,5,5,5,5
H154,CD154,0.5932353038437647,0.64037022334573,B7E43D2,0.9482075790756022,0,0,0,0,0,0,59.618685770286724,True,AN,230.0,0.0,50.0,232.12.55.77,12606,224.0.2.0,10000,16.676555235301933,22.93772862704666,17.71630098186585,23.184423398756284,17.16604458994731,21.14850805137532,16.06417522382125,23.789082105006806,14.831858193420521,22.472309987797225,16.04425273681225,22.244899345739015,15.87239477800948,22.275443375360062,13.837157919034333,22.128817306233675,13.012018346807716,22.45687585170037,17.383527644728723,24.0,ntcl,clothesdryer,B7E43D2,0,P3,185,0,0,0,0,0,0,3766,33.08241582618014,3766,32.64989091316255,43.29753739359772,5,5,5,5
H155,CD155,0.7500355755409085,0.30868944016079386,D361222,0.9511269777339939,0,0,0,0,0,0,49.569424666905945,True,BN,230.0,120.0,50.0,233.29.114.51,11858,224.0.2.0,10000,16.342151954624562,24.0,15.026200940572371,22.90145474354933,15.388070447903328,23.43997235969092,15.42013919709183,22.493125345155672,15.280345875007589,23.55296701920154,15.796006380344,21.572806123222886,18.137823395925786,20.72724338719094,15.91163169199282,21.111847409351533,15.02373747373286,21.199412087251684,17.060857368045106,22.557526635685512,ntcl,clothesdryer,D361222,0,P1,-302,0,0,0,0,0,0,3814,11.064368954894636,3814,33.90945158714179,36.9005968263154,5,5,5,5
H156,CD156,0.6998240619474667,0.8135876332727885,B7E43D2,0.9496246497147504,0,0,0,0,0,0,75.42509273981642,True,CN,230.0,-120.0,50.0,228.60.44.70,10739,224.0.2.0,10000,16.516945099415985,21.867224967418043,16.2106048874705,24.0,15.546565302542945,24.0,16.42857574803693,23.498711479234075,15.710178320224268,23.78655572458975,14.660938971273936,22.13946083032032,16.257228212807885,24.0,15.87864859732779,22.649718953257505,16.397404357153334,23.094640547297466,15.417750706148487,23.27847098014713,ntcl,clothesdryer,B7E43D2,0,P5,-542,0,0,0,0,0,0,3766,9.201853241324907,3766,49.6048869724877,47.87519231983667,5,5,5,5
H157,CD157,1.1831340502235965,1.4761493930321823,B7E43D,0.9510620083626609,0,0,0,0,0,0,31.152052149817628,True,AN,230.0,0.0,50.0,237.13.21.225,12749,224.0.2.0,10000,16.04289113454578,24.0,18.85110582268878,22.769426623233052,17.542521900196864,22.924823449658682,16.509287237308232,22.399275181834522,16.91098799622974,22.550765018020726,15.135850975104608,23.276251177516205,16.94839498628665,22.14190867728599,16.593298152796713,22.72500740082708,15.830856808990275,23.989352250761694,14.668532616062603,23.594343304374675,ntcl,clothesdryer,B7E43D,0,P1,-734,0,0,0,0,0,0,4253,8.405419638288304,4253,42.473638935045244,35.309466908885646,5,5,5,5
H158,CD158,0.2579137751234396,0.8139194229068765,B7E43D3,0.9494759495677455,0,0,0,0,0,0,78.65638733945158,True,BN,230.0,120.0,50.0,235.161.163.118,12472,224.0.2.0,10000,16.02543559461421,23.351542062630042,17.71069623606087,24.0,16.79954708251123,24.0,15.02363641620459,22.850212636827813,17.563972073792087,24.0,17.100885904063738,24.0,17.508270757080762,22.79611963454468,16.402223295768753,22.83169777141863,16.374299502966895,23.281550344147593,17.44096972103856,23.492893553827933,ntcl,clothesdryer,B7E43D3,0,P4,614,0,0,0,0,0,0,903,24.83506543794952,903,39.112865049429544,34.21315206855157,5,5,5,5
H159,CD159,1.9425629463265393,0.31172355539761404,D361224,0.9476080236637825,0,0,0,0,0,0,58.37157152527108,True,CN,230.0,-120.0,50.0,225.138.59.141,12807,224.0.2.0,10000,15.146098352676985,24.0,17.236310556485,24.0,16.844645418397842,24.0,15.763271941541804,23.505821010591056,17.36896305525928,22.708950243197364,15.049626551644094,20.785611169487627,16.236406736365364,22.887093588800642,15.957672706101572,22.219380588734438,16.221432369717498,22.116268287989172,15.02103990509901,23.232812621802278,ntcl,clothesdryer,D361224,0,P4,-171,0,0,0,0,0,0,3526,46.7548879774679,3526,34.52024122267728,54.53208178907503,5,5,5,5
H160,CD160,0.6037830200477696,1.2796119353900286,D361223,0.9504774191169826,0,0,0,0,0,0,34.93438446647818,True,AN,230.0,0.0,50.0,237.176.191.145,11967,224.0.2.0,10000,14.15960092248656,23.614577206037417,16.349561773295186,24.0,16.719980775809635,22.714835020019358,15.214647202039025,21.31771592683376,15.182379171905803,24.0,17.18287462531277,21.489054411604698,16.433545633109517,24.0,14.314355954755278,22.345695364633496,16.532948058880514,23.00822805950779,15.707678880480815,23.551724338101693,ntcl,clothesdryer,D361223,0,P3,616,0,0,0,0,0,0,6549,28.60524377444779,6549,57.73870313332347,44.32355324246936,5,5,5,5
H161,CD161,0.8525579789980821,0.567219329790047,B7E43D3,0.9470609035797808,0,0,0,0,0,0,36.75269957332334,True,BN,230.0,120.0,50.0,225.166.104.83,12827,224.0.2.0,10000,16.621406199882273,21.867855229305725,15.939750163933786,23.621325094286455,15.336721361904402,22.995286610891018,16.20429583894631,23.37943299902411,15.87431209005401,22.89861758089789,15.366625687446671,23.178824131224506,15.075535691455373,22.712255020220706,16.345953434996236,22.70023486111814,16.18137555049875,22.6773728173969,15.277121106121633,22.61380473576336,ntcl,clothesdryer,B7E43D3,0,P4,-861,0,0,0,0,0,0,903,54.38518682410303,903,34.18030022146576,40.52640952705319,5,5,5,5
H162,CD162,1.4574002033791307,0.6520108334876572,D36122,0.9500022315134712,0,0,0,0,0,0,65.58882656576057,True,CN,230.0,-120.0,50.0,225.182.238.236,12397,224.0.2.0,10000,15.301848068417799,24.0,15.714485001004327,24.0,15.753289339325535,23.69010010433271,16.40661447478923,21.570203022891306,17.622294239031227,22.454746916706743,14.037333854629626,22.01654051163359,15.914228238448251,22.879609228708354,15.833388234905774,21.577941198058816,16.649180214063993,23.35315914371206,14.9648826828574,23.35640965442629,ntcl,clothesdryer,D36122,0,P3,692,0,0,0,0,0,0,5024,8.097432516655891,5024,40.82659459268189,54.423143271740045,5,5,5,5
H163,CD163,0.36251133345975006,0.1330204975001325,B7E43D3,0.9467272545185259,0,0,0,0,0,0,51.29625385437415,True,AN,230.0,0.0,50.0,230.32.226.236,11612,224.0.2.0,10000,15.556304792036345,21.56986947039837,16.336185973943998,23.049908494800764,16.92982324076816,22.01740676750544,16.150213633564412,20.59678180271908,16.66520130398473,22.37969174017425,15.443174578267392,22.113647599994962,16.973485877017772,24.0,15.22827700348483,22.14787882510735,14.041503110213025,22.06171894486063,16.268792780888933,24.0,ntcl,clothesdryer,B7E43D3,0,P3,-341,0,0,0,0,0,0,903,3.0248657413491697,903,49.20625272464265,34.86377570544199,5,5,5,5
H164,CD164,1.1704122068212508,0.22638702780669992,B7E43D,0.9535829003217553,0,0,0,0,0,0,48.00634033262324,True,BN,230.0,120.0,50.0,230.235.49.8,11712,224.0.2.0,10000,16.849867209537624,23.553670100007608,14.625319934286443,23.563319236049235,17.663095582839468,21.94017810286884,16.08548546237529,21.701025003794253,14.219210320480657,22.182088014169114,16.275227653457215,22.597043047306816,14.48405776430027,22.185874915084888,14.872984143513843,22.378649341193064,13.837797419167025,22.587191984400203,16.362886183937928,21.778037603401774,ntcl,clothesdryer,B7E43D,0,P3,-321,0,0,0,0,0,0,4253,29.67567059324985,4253,49.020296701348386,46.83075796030053,5,5,5,5
H165,CD165,1.9644371751815943,0.15427264942647906,D36122,0.9481666489075984,0,0,0,0,0,0,47.646207454321676,True,CN,230.0,-120.0,50.0,227.90.144.163,11617,224.0.2.0,10000,17.288539435333803,21.879665954396547,14.886553977755852,22.165469356639345,16.735677604770096,22.013655586973776,15.582741141978234,24.0,15.687330407945241,21.412936643058867,17.26280960299162,23.642660007369408,15.474740018393613,22.501125649288614,14.209311055100237,22.48021542753349,17.205471025909127,24.0,16.28661168439726,24.0,ntcl,clothesdryer,D36122,0,P3,-73,0,0,0,0,0,0,5024,59.639631945728354,5024,47.457244870330044,37.914017432436616,5,5,5,5
H166,CD166,1.4687668460415233,0.4876274817265204,B7E43D3,0.9514215490073477,0,0,0,0,0,0,79.15838326168154,True,AN,230.0,0.0,50.0,225.91.19.203,12037,224.0.2.0,10000,15.278671824056755,21.689029751389146,17.659466829987828,21.991573679494834,15.959081430883574,24.0,16.83683492557973,23.330622201505467,16.75540229921764,22.987241708790346,15.428682493484205,24.0,16.490778037012802,24.0,15.386439987035546,21.815462640368683,16.376114734310402,23.670092587674198,15.661233413971757,21.845607642482175,ntcl,clothesdryer,B7E43D3,0,P1,-116,0,0,0,0,0,0,903,49.8505684719961,903,53.46335538620584,55.18192699225522,5,5,5,5
H167,CD167,0.15894887629160237,0.2016855415874615,B7E43D5,0.9493275771826499,0,0,0,0,0,0,75.63993062217443,True,BN,230.0,120.0,50.0,237.82.40.100,10295,224.0.2.0,10000,15.616973500833906,24.0,15.561284371432299,23.99349996467999,14.77273170932249,22.52618546319491,16.055708127720187,21.47345977880835,16.129210986568914,23.075276692671068,17.04012448899221,23.62390321887711,16.20012000636493,21.623152961366127,14.755703115589274,24.0,15.036223389591665,23.619829790254105,17.95310981904161,24.0,ntcl,clothesdryer,B7E43D5,0,P1,-627,0,0,0,0,0,0,3177,35.122941769412506,3177,37.48277753168204,58.0456078115252,5,5,5,5
H168,CD168,0.805093620377181,0.5573083944863964,B7E43D5,0.9537062390465815,0,0,0,0,0,0,59.77395233265086,True,CN,230.0,-120.0,50.0,236.122.100.164,12546,224.0.2.0,10000,14.71932393572766,24.0,15.83967306719581,23.668863234608295,15.8312547912661,23.362519900753025,17.043031140848644,20.625572976255377,15.70976799009079,22.12729204867338,15.524081296021958,21.12009211135812,16.040068592448886,21.605158402475528,16.008601901461095,23.16935109796917,16.95194320671355,22.68516149147368,16.63035758714865,22.740169601129132,ntcl,clothesdryer,B7E43D5,0,P3,-195,0,0,0,0,0,0,3177,32.138380605851744,3177,50.77991638028684,52.838084886908774,5,5,5,5
H169,CD169,0.941439953614979,0.30522777429425646,D361224,0.9477511423349397,0,0,0,0,0,0,37.39792521762293,True,AN,230.0,0.0,50.0,234.109.212.238,10278,224.0.2.0,10000,15.320466030134883,23.469800882614404,15.410923649103458,23.077714372410497,17.191483063790105,22.792974962605253,16.00605601080296,21.410316531368867,15.487479975612244,22.485555318900627,16.96051296607742,21.595274673848404,14.51787180551816,24.0,14.906213308773275,22.904093419879167,17.574589529064102,22.790713146310832,17.12645935898639,22.635348078638792,ntcl,clothesdryer,D361224,0,P2,207,0,0,0,0,0,0,3526,54.02970410195208,3526,41.82725697012236,47.44747733198352,5,5,5,5
H170,CD170,0.8448408372519669,0.549604407830428,D361224,0.9501523281922952,0,0,0,0,0,0,71.75122093465873,True,BN,230.0,120.0,50.0,226.210.190.50,12911,224.0.2.0,10000,16.14561652471334,22.991706664786925,17.163596416217068,24.0,14.15228220437843,22.028472301927682,18.23214112037775,24.0,16.808666053108247,22.22647727906508,15.673415884142583,22.953731488043406,15.202365975336496,24.0,15.947091745449807,24.0,15.644215598782235,23.538146131970112,15.248521392539306,22.06644404756789,ntcl,clothesdryer,D361224,0,P3,263,0,0,0,0,0,0,3526,52.758571537355316,3526,39.41385928179911,51.705934871279,5,5,5,5
H171,CD171,1.5109100038252916,1.206924483489808,B7E43D3,0.9500295604306377,0,0,0,0,0,0,41.2538633781127,True,CN,230.0,-120.0,50.0,238.45.93.204,11476,224.0.2.0,10000,16.780508945206325,24.0,15.77993842147988,23.849695043911712,16.586385128295532,23.559019903706428,16.471214443314736,23.509449262158622,15.99982689183835,23.783502473123004,14.540775568744527,22.07484893023274,16.835404227876893,22.905722777571054,17.029856289354424,23.386331077020554,16.0883026776038,24.0,16.568107432086645,23.815455542502285,ntcl,clothesdryer,B7E43D3,0,P4,849,0,0,0,0,0,0,903,7.240047814040516,903,59.2051763170336,32.46563594317723,5,5,5,5
H172,CD172,0.6742557981732771,0.8027216932961547,D361222,0.9497479046070267,0,0,0,0,0,0,48.0558335105748,True,AN,230.0,0.0,50.0,231.150.219.247,10822,224.0.2.0,10000,18.2488977598387,24.0,15.837811750379746,23.274258328818167,15.143174415050774,22.48706722247942,15.560478167449823,23.103131862685032,13.699801752504829,21.98171522384141,15.49198983996395,23.683116986207434,14.456846447765603,24.0,16.31812273484477,24.0,15.802188425358722,23.134880276852414,15.81658574527256,24.0,ntcl,clothesdryer,D361222,0,P4,36,0,0,0,0,0,0,3814,18.155866925204283,3814,37.44604959644168,56.04295909617312,5,5,5,5
H173,CD173,0.5080987648152782,0.9339558270791539,B7E43D3,0.9479682877158259,0,0,0,0,0,0,65.1358623870345,True,BN,230.0,120.0,50.0,225.103.241.43,11279,224.0.2.0,10000,15.482646630616939,22.20848435632355,14.0681173172373,23.81473736790827,14.749497013938422,24.0,16.219993712262685,20.42156886991262,16.52686053973222,23.588172482037717,16.894491062648765,24.0,16.85128987094798,22.01760379878151,16.775016067526895,23.90016601167146,16.13732875880877,24.0,15.930772137029834,24.0,ntcl,clothesdryer,B7E43D3,0,P3,-494,0,0,0,0,0,0,903,38.69574691257567,903,30.9712799989942,48.438308180966054,5,5,5,5
H174,CD174,0.3929777108151242,0.561185938656602,D361222,0.9490383737807763,0,0,0,0,0,0,37.802693020316994,True,CN,230.0,-120.0,50.0,230.42.236.165,10595,224.0.2.0,10000,14.746352698520319,23.216425960847346,16.80730233451709,23.58901632654843,16.226930980546616,22.558364314044784,15.96918897689492,23.182280980249878,17.758339520363613,24.0,15.084364729681377,22.466460347088468,15.114758446349043,24.0,16.321337626555426,23.02624371470451,15.976448725886394,23.179059245976248,15.424509611648034,22.70036866088663,ntcl,clothesdryer,D361222,0,P5,-677,0,0,0,0,0,0,3814,11.928647695498732,3814,55.80413842020026,41.62615039375831,5,5,5,5
H175,CD175,0.9875349036027208,0.22048827035660623,D361224,0.9515820562707086,0,0,0,0,0,0,39.53845621154119,True,AN,230.0,0.0,50.0,232.132.184.44,10144,224.0.2.0,10000,15.856723618381459,23.044402050331996,14.39142865479227,21.734431748105425,15.290185818869986,22.283417341816193,16.691708352956184,23.29805382219418,15.332015116300678,23.695532450348075,15.733153476955852,23.39094209269327,16.140505127993524,23.861162809074067,16.208547256587927,21.505146578928063,15.579998760458333,22.450987689835568,16.99632468591299,22.10855199694559,ntcl,clothesdryer,D361224,0,P3,636,0,0,0,0,0,0,3526,50.21460063911187,3526,40.168504871264865,57.14866389165567,5,5,5,5
H176,CD176,0.10410885792500468,0.7087453790289018,B7E43D4,0.948121619018062,0,0,0,0,0,0,44.44594906849598,True,BN,230.0,120.0,50.0,228.201.63.114,11314,224.0.2.0,10000,15.72652835807623,21.806347803939616,16.35294786971326,24.0,15.666810789863138,21.774539349279127,15.963787809491624,24.0,16.355391757516802,22.331731393920585,16.09293573519681,23.015597166317903,15.82877669525038,23.04213559841085,14.628750733833598,22.998192889575883,16.974497989796838,24.0,17.606915671963794,22.81261550133439,ntcl,clothesdryer,B7E43D4,0,P3,195,0,0,0,0,0,0,2497,15.143160605884097,2497,51.44797343346818,50.437853640728775,5,5,5,5
H177,CD177,1.3393398967686165,1.1195418611379062,B7E43D2,0.9507073070242377,0,0,0,0,0,0,65.05358294005522,True,CN,230.0,-120.0,50.0,234.188.14.124,11074,224.0.2.0,10000,15.806282208682324,23.12820020332716,16.196920998802913,22.588803358192223,16.156046831706835,24.0,17.38174470935501,22.10523293497806,15.38636414089284,23.451253305322656,16.096443188842017,23.48087540385904,16.106952200407516,22.676578173596564,14.268587977161735,22.8699310378173,17.564843939103937,21.4050344161108,15.799376889876415,24.0,ntcl,clothesdryer,B7E43D2,0,P4,-200,0,0,0,0,0,0,3766,13.699800487475574,3766,43.21698283287881,59.56759410295012,5,5,5,5
H178,CD178,0.8903339346252725,0.569781255186226,B7E43D4,0.9513003367362399,0,0,0,0,0,0,42.33412860782813,True,AN,230.0,0.0,50.0,225.78.227.123,12664,224.0.2.0,10000,15.883672576799123,23.434776473082977,15.499323663026464,22.79965598057851,17.158249716606136,23.607670363067356,15.979294248221953,22.98893387428078,15.243464123135368,22.173419954425924,17.453779963125783,23.438834671832417,15.243495139192685,22.686271578592578,15.677133815789109,23.251748855486582,14.872800808832473,23.73663192386321,16.467599985646363,22.465492560304337,ntcl,clothesdryer,B7E43D4,0,P2,23,0,0,0,0,0,0,2497,31.204426618597104,2497,44.33245582160005,33.99468836271486,5,5,5,5
H179,CD179,0.324098932468016,1.148363569574536,B7E43D5,0.9502569848864201,0,0,0,0,0,0,72.87063691146896,True,BN,230.0,120.0,50.0,234.115.218.170,10494,224.0.2.0,10000,14.907402585386867,22.141356364565816,14.938447096533595,22.898671842632144,15.580759949777258,22.761782637906663,16.877580721488627,23.607785553462175,15.477414979062049,22.80698823851712,15.901980395275608,22.09094445787809,16.320653079044543,21.413610146985217,13.999799538067201,23.516944821430695,16.201422072929734,23.210565087886444,15.586446330354827,23.103554593965942,ntcl,clothesdryer,B7E43D5,0,P4,-654,0,0,0,0,0,0,3177,50.719714755606525,3177,57.923804135166506,46.92113785313121,5,5,5,5
H180,CD180,0.2222864945184435,0.824985472065372,B7E43D4,0.95010034316933,0,0,0,0,0,0,49.24192656254035,True,CN,230.0,-120.0,50.0,234.120.33.158,11393,224.0.2.0,10000,15.527308450551146,24.0,14.684609710954613,23.54749460338478,16.150791667096744,22.38348117574761,18.102710103571376,24.0,16.958712207811402,22.971903607924386,14.846583162201132,21.71959994940132,16.697587607980886,24.0,16.576406957042696,24.0,16.289977261514863,23.945329502330342,15.558318380678152,21.55982005177248,ntcl,clothesdryer,B7E43D4,0,P3,732,0,0,0,0,0,0,2497,32.112191916865804,2497,59.83567123955439,51.740371653166235,5,5,5,5
H181,CD181,0.46693943649373526,0.7662973671326943,B7E43D3,0.9507202601125705,0,0,0,0,0,0,63.87556693900759,True,AN,230.0,0.0,50.0,232.168.109.214,10765,224.0.2.0,10000,14.530690006797169,23.541336991439074,16.451270371198543,24.0,17.040750310018574,22.04921270632722,15.795396907901646,22.337801064973753,17.24283585494007,23.93795733613891,16.891611326248416,21.98529088574569,15.905857562320973,22.63583572273982,16.630293318540563,24.0,14.351699936709553,24.0,17.801572278726326,23.085974594188418,ntcl,clothesdryer,B7E43D3,0,P3,-432,0,0,0,0,0,0,903,28.39328735097429,903,39.29126397706801,49.435051604909475,5,5,5,5
H182,CD182,1.2287899510348832,0.1265436179792499,B7E43D2,0.947616300051836,0,0,0,0,0,0,50.534459923978055,True,BN,230.0,120.0,50.0,236.153.11.243,12601,224.0.2.0,10000,15.289565824721873,23.26464173794269,16.265458438451166,22.614472443810875,17.106197597957273,24.0,16.13069289255351,23.478692064233737,16.10101783233851,20.686844760666947,13.975173187872084,21.683588306877326,15.799172293803053,22.227659354332513,15.990726532769097,24.0,14.312581153810996,21.46797191081578,15.999560198021362,22.51972489026746,ntcl,clothesdryer,B7E43D2,0,P4,517,0,0,0,0,0,0,3766,17.062229504410343,3766,38.44640535030847,48.63617159167326,5,5,5,5
H183,CD183,1.3525740534549604,1.3228185477518644,D361223,0.9481281248214506,0,0,0,0,0,0,70.39766825925535,True,CN,230.0,-120.0,50.0,227.170.146.79,10067,224.0.2.0,10000,17.192070970429516,22.490700834972756,17.936200887740846,23.249279370802114,14.906809460897858,24.0,15.590119197288063,22.14443966356416,15.588963319066808,23.883200169514513,16.13675450723614,24.0,16.01489284677818,21.857036419040636,15.340661453984373,22.192349192706843,16.509667378527322,24.0,15.278472794312854,23.678650506761606,ntcl,clothesdryer,D361223,0,P5,-243,0,0,0,0,0,0,6549,37.646205166169175,6549,44.06270430029614,47.44980976021952,5,5,5,5
H184,CD184,0.2011706085456728,0.5261002643653148,D361222,0.9509868347042886,0,0,0,0,0,0,20.106279492895382,True,AN,230.0,0.0,50.0,225.209.126.176,10907,224.0.2.0,10000,16.715742115829876,23.802229031949118,16.43359540555644,23.72994283444504,16.946703374324464,23.95693222038331,15.890199841503343,23.51559006816117,15.961595766878556,22.082695957668857,15.895164787037798,23.555889905514007,16.747037066509865,21.382848084148577,16.559843226259535,23.977501182541808,17.0808864103925,23.5409970826231,16.54140630616692,22.04403349615573,ntcl,clothesdryer,D361222,0,P4,446,0,0,0,0,0,0,3814,22.67802273363257,3814,54.855405391063016,52.21909681384019,5,5,5,5
H185,CD185,1.1705821347538121,0.9684346994919357,B7E43D2,0.9479918559257726,0,0,0,0,0,0,62.043689405936085,True,BN,230.0,120.0,50.0,237.118.57.43,12983,224.0.2.0,10000,17.994718811507035,23.11995547782802,16.104449939591316,23.478270193695923,16.10974171098312,21.775249355636877,16.936868484561117,23.83699842116664,16.34368717760413,22.692581492559803,15.47127250160637,23.46447841719304,14.630998733911275,23.726170256734637,16.049991498024387,24.0,15.798734926304887,22.190181547199305,17.253325140375235,22.05159168998084,ntcl,clothesdryer,B7E43D2,0,P4,-144,0,0,0,0,0,0,3766,0.6683815256098713,3766,37.57335037177303,49.12147049095579,5,5,5,5
H186,CD186,0.38285567600549497,1.4647170609016984,D361223,0.9499112531802765,0,0,0,0,0,0,48.24055261549694,True,CN,230.0,-120.0,50.0,237.83.186.142,11639,224.0.2.0,10000,17.94868716410506,23.246327487294188,14.74807398982297,22.516191212114705,16.60952069673409,21.956846002069486,16.101604899507503,22.195325094978248,15.596746204690533,23.082422417929493,14.9977764345258,23.18939069167639,15.379585016974467,23.946906523543205,15.713641060675396,22.005735190198667,14.910650404970562,23.769903379027383,15.702661369174477,23.513703581192242,ntcl,clothesdryer,D361223,0,P4,-323,0,0,0,0,0,0,6549,43.79264146033257,6549,32.44159000470751,56.944051917599914,5,5,5,5
H187,CD187,1.284749540265399,1.4472242290596347,B7E43D,0.9496955708535695,0,0,0,0,0,0,53.658305899539116,True,AN,230.0,0.0,50.0,237.123.183.48,10978,224.0.2.0,10000,17.171386915961122,22.567788136260415,15.63866179280416,22.94450509231764,14.707185403354334,23.676111603538896,15.850321770764376,22.159488413512275,15.978585905805557,22.15562874957997,13.811445929387741,23.799265098984165,16.8173621540549,22.72343048252211,16.57318897976739,22.431678564596382,15.515230782480623,23.673876323057584,16.06310122562436,24.0,ntcl,clothesdryer,B7E43D,0,P3,271,0,0,0,0,0,0,4253,9.900701331978714,4253,32.248057466371975,41.32635885896602,5,5,5,5
H188,CD188,0.2666719600689924,0.3902398024046274,D36122,0.953343116728158,0,0,0,0,0,0,30.353393509780226,True,BN,230.0,120.0,50.0,224.33.80.215,10292,224.0.2.0,10000,16.16567166451805,22.18386287647287,14.654013877992602,23.260534124637584,16.462179207250237,23.77031580174857,15.229628860246077,24.0,14.965818738220202,24.0,15.098815133946497,22.698374267650284,15.593253759885558,22.52795034436627,16.76350093206279,22.522143226438335,14.843645726922748,23.06952989211031,14.660220570663572,22.094890815896743,ntcl,clothesdryer,D36122,0,P3,51,0,0,0,0,0,0,5024,38.7982347530953,5024,50.05247543690167,47.08850943285654,5,5,5,5
H189,CD189,1.1128903551462068,1.1223948160507897,B7E43D3,0.9503516346850165,0,0,0,0,0,0,77.69813550865678,True,CN,230.0,-120.0,50.0,231.40.35.126,11428,224.0.2.0,10000,16.435178427946497,22.98540199901209,17.31387879083153,23.98458518772322,16.998458775163094,24.0,16.6563911786538,22.866613276995654,16.06025904329423,23.134133941244563,16.88074495586139,23.335434574303033,17.079222716366985,23.6043030426846,16.592930388696402,22.365353020232014,14.356859554790592,22.958312746498404,16.533335641751258,24.0,ntcl,clothesdryer,B7E43D3,0,P4,91,0,0,0,0,0,0,903,41.947253502902875,903,41.903140693252375,57.67880356557883,5,5,5,5
H190,CD190,1.5829826496043218,0.6291084861141492,D361223,0.9508767204318582,0,0,0,0,0,0,50.64983495152811,True,AN,230.0,0.0,50.0,233.81.204.131,10495,224.0.2.0,10000,16.81721723741854,21.635267387636482,16.1557372115604,22.95963782625671,15.36361693352526,22.886038920611437,14.641218823828567,24.0,16.70934562728042,24.0,17.27846910839629,22.730438235744685,15.464301940049337,22.52105167648062,15.248137388166372,20.466409193316725,15.433633258829326,22.09377767767814,17.08931989827115,23.685490203597567,ntcl,clothesdryer,D361223,0,P3,-165,0,0,0,0,0,0,6549,57.20881960919463,6549,33.37656241303219,59.72236238636535,5,5,5,5
H191,CD191,0.25663368563357325,0.5401306009300908,D361223,0.9487581498814716,0,0,0,0,0,0,60.59916950694369,True,BN,230.0,120.0,50.0,232.193.249.52,12549,224.0.2.0,10000,15.365502384367698,23.934510510750354,16.701936577219968,24.0,16.749914492216714,24.0,16.00534191009278,23.36472027886736,17.069110617749978,22.796075694706058,15.455619506996781,23.282407288100863,16.642720547054584,22.58908559161884,14.942559956599114,24.0,14.664706736572057,22.09959842563329,15.21542839657117,21.672167256597856,ntcl,clothesdryer,D361223,0,P3,-674,0,0,0,0,0,0,6549,52.26584080613511,6549,53.83938398016818,50.23974852946385,5,5,5,5
H192,CD192,0.8175087533008324,1.183636042328643,B7E43D2,0.946610476462188,0,0,0,0,0,0,35.88814783299275,True,CN,230.0,-120.0,50.0,234.100.74.246,11135,224.0.2.0,10000,15.075355199288351,22.876293997863694,15.909346793087455,23.005112718191178,14.301705440100577,22.52554509452038,15.926189028631407,23.37020827630041,16.19230206569908,21.89912610488851,15.303772532773564,24.0,14.390738713416784,22.60160978383819,16.731464488974517,22.54601855552459,15.793164529428852,22.569680979960914,16.557400929347775,23.04677722892159,ntcl,clothesdryer,B7E43D2,0,P3,-175,0,0,0,0,0,0,3766,38.35621446251865,3766,48.29913391585692,49.01934029397232,5,5,5,5
H193,CD193,0.5682781810760937,0.8507069864683643,B7E43D4,0.9528604072196266,0,0,0,0,0,0,43.21539095805986,True,AN,230.0,0.0,50.0,228.71.157.41,10256,224.0.2.0,10000,15.596907275660042,21.2783834213428,15.704988884861876,24.0,16.810465689359987,23.920052173741652,16.590324292317355,24.0,16.267646898822935,24.0,14.06008276225173,23.744683415204097,15.239353725039434,20.231583574868353,16.021900854942814,23.842381519702645,16.958266323207308,22.240711261665997,15.466973037880102,22.581832904343518,ntcl,clothesdryer,B7E43D4,0,P3,297,0,0,0,0,0,0,2497,14.678611979236456,2497,53.76860652819758,39.03930408905882,5,5,5,5
