house,name,load_type,capacity,charging_power,charging_efficiency,soc,min_chargingtime,min_dischargingtime,cooling_counter,heating_counter,charging_counter,discharging_counter,target_soc,hour_start,hour_end,leakage,trip_distance,trip_time,km_per_kwh,with_dr,with_v2g,proposed_status,actual_status,proposed_demand,actual_demand,mode,priority,phase,voltage,angle,frequency,mcast_ip_local,mcast_port_local,mcast_ip_global,mcast_port_global,s0,e0,s1,e1,s2,e2,s3,e3,s4,e4,s5,e5,s6,e6,s7,e7,s8,e8,s9,e9,load_class,profile,skew,irradiance,irradiance_roof,irradiance_wall1,irradiance_wall2,irradiance_wall3,irradiance_wall4,counter,min_cycletime,min_coolingtime,min_heatingtime
H156,EV156,ev,40568007.35709699,6776.402684520772,0.8966723148187858,0.6860989297009281,5,5,55,15,5,5,0.9900212503000493,17.205731995507275,6.962423514121652,1.0000000007984405e-07,43.084825861157725,0.9170656904744862,6.491427894619861,True,False,0,0,0,0,1,72.51778776476515,CN,230.0,-120.0,50.0,227.107.112.240,12918,224.0.2.0,10000,17.420096092507755,3.9949462705765746,17.704477546075402,4.579043617406175,18.810691767437316,7.054117391206115,18.51648296032921,6.793776621547274,18.532240748228425,6.616206293751618,18.295541020922972,6.494171822336221,17.97913857976089,6.132580701984335,16.890643406472076,7.017546532486783,17.89113271019083,5.234784840480305,17.69033887413047,5.469213512939524,battery,tesla_s85_90kwh,0,0,0,0,0,0,0,27.67097689862019,38.72989474525006,50.213860961002965,57.245829252590816
H157,EV157,ev,123844221.81472689,1857.4941414931159,0.8973060625446801,0.9483923391651489,5,5,42,58,5,5,0.9900262783852642,18.652032073957784,6.7811207605262425,9.999999999554103e-08,27.121388079098608,0.9782749054640084,6.563655544591671,True,False,0,0,0,0,1,27.650457136632753,AN,230.0,0.0,50.0,224.141.17.160,11017,224.0.2.0,10000,17.5279425292684,7.281047957464589,18.51228610056946,6.898444354061927,18.158569499554588,6.789616297874485,18.096867454838943,7.6596023077427855,16.246248956197434,7.745129536785312,17.490793475892318,6.111883828223696,18.222725778764282,6.748290614297274,17.821240385380825,6.853974531122148,19.190813310123588,6.269156203732748,18.192688600894318,7.211115258453106,battery,tesla_s60_60kwh,0,0,0,0,0,0,0,8.106144650854187,22.871614010560613,11.49913578181186,40.893706469082865
H158,EV158,ev,303986651.05432093,5104.706081004025,0.9047746536659687,0.6316666900010952,5,5,18,10,5,5,0.990027604730925,18.604489309139918,6.934749871248348,9.999999985658538e-08,16.606476836341496,1.7397678190282577,6.359625314188847,True,False,0,1,0,0,0,66.98843215589562,BN,230.0,120.0,50.0,229.223.5.73,11343,224.0.2.0,10000,17.891410010665727,4.157097497313954,18.099288116938663,5.100081153747614,18.282159644838174,5.976030045768469,17.990728423622347,6.909787973436188,17.593580871581036,6.634134980033775,17.993071272494966,6.336468823818223,18.37413260757951,8.195966975548709,17.614210246145976,5.523824197746086,17.9251886107814,6.778797672652682,17.681684651205963,6.064233164443187,battery,tesla_powerwall_13kwh,0,0,0,0,0,0,0,45.27876416886983,33.51524271932246,21.783208642267283,51.461882117767765
H159,EV159,ev,274963462.00921595,2378.3500450001648,0.9036095229159204,0.6767333399689786,5,5,3,38,5,5,0.9900608306300231,20.878922350433832,6.966384903597795,9.999999994823906e-08,38.31461649796837,0.3577619050006979,6.980929354084926,True,False,1,1,0,0,0,37.827628604272945,CN,230.0,-120.0,50.0,233.120.177.67,12638,224.0.2.0,10000,18.39260602559432,8.151697122533596,17.71028735790333,4.194328532327939,17.5917734579761,5.844950265636513,17.46969157101187,7.215620351667884,18.394180312842657,7.947327417356068,17.06157325986044,5.8377487507684656,18.50235652675912,5.0823239917742,18.17607560091831,5.89370815981298,17.784297728167424,5.939664677673858,17.741224041064207,5.086087944778869,battery,tesla_s85_90kwh,0,0,0,0,0,0,0,43.85231282056921,58.718828465580884,11.514907980225434,20.05845940921505
H160,EV160,ev,98277490.32954337,2028.141586096975,0.9018365919614133,0.6533810234583591,5,5,52,20,5,5,0.9900146919458839,19.010833186245225,6.954265454840868,1.0000000004038735e-07,32.06201497048731,1.6936843505768235,6.409722753625239,True,False,0,0,0,0,0,45.00895089354024,AN,230.0,0.0,50.0,235.164.158.45,12265,224.0.2.0,10000,18.380805479874805,6.410136125840931,17.840706108990833,7.198085062173049,18.97530459134227,3.5301420108082318,18.258294719709816,6.698225971601577,18.36339590514328,5.235888933709155,17.648565576312183,5.837080725634856,17.87185649103698,6.4260094467751365,17.90096441057491,5.313089383308614,18.71036266746049,6.085673250008469,18.331561660470193,6.859832429437951,battery,tesla_powerwall_13kwh,0,0,0,0,0,0,0,14.244529123704762,26.134595742244304,31.415064339370925,38.781490461190245
H161,EV161,ev,124869694.9263286,6204.709727883173,0.896671153749871,0.6904147686054727,5,5,5,14,5,5,0.9900507267618551,19.916777931145102,6.833253253659762,1.0000000003755619e-07,15.753650853549285,0.7333052106080631,6.512401843449151,True,False,0,1,0,0,1,66.63229831050919,BN,230.0,120.0,50.0,230.64.109.101,12699,224.0.2.0,10000,17.87552528759679,6.8016700090111515,17.718892309403078,6.270878039824318,18.11193105962593,7.3634899070206865,16.995457170187958,6.86430867297915,18.889503640540443,6.272367258228191,18.29198709023675,4.699523923925126,18.939487612021427,6.54464574973952,17.033904709649686,4.363219861445134,18.406686817850314,6.151207325160337,17.9004590943199,7.031525029808494,battery,mitsubishi_imiev_16kwh,0,0,0,0,0,0,0,59.161695460741996,29.94183033039897,42.56799922088915,23.503888383419703
H162,EV162,ev,233580772.8236975,5328.622986196564,0.902492131674688,0.6538950173769796,5,5,2,20,5,5,0.9900531216297038,18.688709075871078,6.992962083405495,9.9999999822633e-08,32.562756367552886,0.593378870817828,6.402492422670202,True,False,0,0,0,0,1,74.93561319676238,CN,230.0,-120.0,50.0,225.148.107.5,10549,224.0.2.0,10000,17.91370632593945,5.260457392949302,17.986635364683615,5.664127420869677,18.972733321445737,3.554247737447191,17.883592547739372,7.313316507931868,17.831764118310346,5.287994373175696,17.923301741230844,5.24549112723013,17.789102981341486,6.024879965865866,17.475196956708075,5.6128082955297565,18.265103230391365,4.899470091680337,17.71117964920199,5.913819422191241,battery,tesla_s60_60kwh,0,0,0,0,0,0,0,46.83805050594535,37.81212969629078,43.575539989697276,9.316560453343964
H163,EV163,ev,214309939.1787673,1953.2250977832737,0.8978944450924548,0.6860728328799571,5,5,14,44,5,5,0.9900462400700243,19.105006511663934,6.930349491706935,9.999999977480823e-08,25.488989233347752,1.684011237384186,6.530309088077865,True,False,0,0,0,0,1,47.114762105246825,AN,230.0,0.0,50.0,230.123.112.200,10630,224.0.2.0,10000,18.620637050208376,6.248497058972277,18.022106926621806,6.944529979578167,18.228118086766557,4.987214875676051,18.921078067299106,5.15813005937045,18.35220554039444,5.9070032180707335,17.952153949806664,4.276589634462698,18.03198219559832,4.577815792164734,18.139790818282574,5.789832556025966,18.53836692951433,6.4757099692768865,17.433655278820147,6.903140210851468,battery,tesla_s85_90kwh,0,0,0,0,0,0,0,12.115623307409091,40.979364066412195,45.601101788128624,50.84968839239398
H164,EV164,ev,291755772.53336346,7275.995848337683,0.8997290490911005,0.861152605082185,5,5,39,28,5,5,0.9900443199378991,20.81006979808091,6.952594382159718,9.999999996465776e-08,41.42531539335065,1.6383056509092186,6.465297257873949,True,False,0,0,0,0,1,63.2134736488229,BN,230.0,120.0,50.0,236.207.157.198,12046,224.0.2.0,10000,17.558142232499396,5.895908491042477,17.729763640421055,5.658627041222799,17.99604997904567,6.021827799147522,18.408155370715463,5.229168389184042,18.41849417591472,6.3829070397954695,17.712354303779666,4.977068279345788,18.110327476100643,8.114655739064471,18.477124633286742,4.939502545466755,17.096678192166458,6.1617843940260535,18.053118388418707,4.197213616592826,battery,tesla_s85_90kwh,0,0,0,0,0,0,0,23.69225253401265,43.083813752117024,57.94949760456676,59.222001358505565
H165,EV165,ev,124095908.00543626,1982.1080640291152,0.9069261229933332,0.7995961310766544,5,5,41,56,5,5,0.9900100619557651,20.304994224260252,6.8032895063870695,1.000000000750992e-07,31.253689161221512,1.6957125499464112,6.591442200161939,True,False,0,0,0,0,1,68.55270732359094,CN,230.0,-120.0,50.0,231.153.143.40,11625,224.0.2.0,10000,17.82328950306581,5.223855058284007,18.856339043924706,4.724353774961915,18.410223789867754,5.098978131126534,18.29607070692437,4.8787815983049505,18.14006995339407,5.581546520631758,18.300413557837313,5.7704227381571584,18.139978957617952,6.209250332527959,17.164357923176667,5.3837811334322705,18.72631842436655,4.998914982750847,17.823011144279825,3.7756734022579783,battery,tesla_3_75kwh,0,0,0,0,0,0,0,46.271678887256904,54.83600014648673,46.359378882983165,33.65059643342242
H166,EV166,ev,202746970.3045723,3990.3343085265424,0.8994490609881932,0.9778471634216152,5,5,54,3,5,5,0.9900342416652087,20.459874214258587,6.8113064331675215,9.99999999867327e-08,30.918238699914298,0.610017678985537,6.5841971005781925,True,False,0,0,0,0,0,75.82967031352726,AN,230.0,0.0,50.0,228.177.156.109,10783,224.0.2.0,10000,17.55893614333712,5.653395818000165,18.41481130443565,6.400637711541625,17.90528511256181,6.539584365894084,18.328229746978995,6.964782276270756,18.190441080684465,5.849682138077493,17.285308894171408,5.35407209966517,18.183710737197494,4.402304293419041,18.610048374692944,6.459652238257698,17.03992014193336,6.65891166787354,17.573816002393443,6.340523115259198,battery,ford_focus_23kwh,0,0,0,0,0,0,0,28.996062551845835,59.40747367418347,6.529354675660045,32.12449653009783
H167,EV167,ev,289689544.86384183,4767.70459832773,0.8956726180345677,0.8263992129501185,5,5,56,57,5,5,0.9901048897037141,17.64102852319807,6.978703709569591,1.0000000000057972e-07,35.089637893718255,0.7258350528194745,6.459705672178327,True,False,0,0,0,0,1,28.258372741360812,BN,230.0,120.0,50.0,230.223.211.219,12488,224.0.2.0,10000,18.265607686999484,6.229337478106367,17.745626140056988,6.143680606768697,17.84285175971124,5.100616163400001,18.134200753175378,6.3070527600368145,18.407972764381768,8.200058509067908,18.351946293067673,6.7944923724705655,17.862057457339674,5.91858509638006,18.320343362558273,6.5329177449929485,17.469193047316292,5.419830783151758,18.981995781863397,6.0139686294857695,battery,tesla_powerwall_13kwh,0,0,0,0,0,0,0,59.31112527426072,32.77939360596811,33.22959029586922,16.932362303922066
H168,EV168,ev,78510296.98402268,2174.429637159646,0.9014936337742562,0.846339900547535,5,5,20,53,5,5,0.9900360975226011,20.307605632167487,6.891583468170676,9.999999992111469e-08,18.77130251510075,1.3479508776904667,6.594141993393652,True,False,0,1,0,0,0,78.14759497507066,CN,230.0,-120.0,50.0,229.132.222.88,11488,224.0.2.0,10000,18.272569260705648,4.075761111015527,18.639237914286188,7.072251821997458,17.746417789407438,7.612607907108847,18.274206910026464,6.178451020833553,18.056346125665915,3.886549370036031,18.25346745968715,6.690937254257763,18.359613116334252,7.139968861017268,17.35500724211155,6.417998285690433,17.207745193683998,6.102644246463386,19.21907252029792,6.301362412344571,battery,tesla_3_75kwh,0,0,0,0,0,0,0,40.62014389933133,37.96731388068022,29.219450351257503,50.93137467963292
H169,EV169,ev,139685023.14827284,5946.903012586309,0.8985630049550545,0.7210114814447353,5,5,24,58,5,5,0.9900449724709597,17.491670849196716,6.971212018577084,9.999999992934352e-08,45.44957809767205,0.4330490419753395,6.340160444565997,True,False,0,0,0,0,0,70.41914467809909,AN,230.0,0.0,50.0,236.113.241.228,10657,224.0.2.0,10000,18.607314222494875,7.256109530519021,18.279276482767784,6.721311884563252,17.71236887132594,5.853318807332187,18.082709771968986,5.5885762200370115,18.427257525511685,6.7254772459240915,18.697328427251332,4.178227434999971,17.70436883594995,6.526265622306834,18.10142803754595,5.971296309601566,17.39391576886626,4.533112428874275,18.17430907231503,5.660371956760048,battery,tesla_3_75kwh,0,0,0,0,0,0,0,33.96293854913594,28.877126634426617,54.282098801270365,18.56752987022992
H170,EV170,ev,135605256.28434598,2998.1086499458484,0.9011867788057959,0.5141584801669423,5,5,34,44,5,5,0.9900896366253873,17.849915698092747,6.822450361212647,1.000000000547689e-07,37.648043568791415,1.2153477215129482,6.566100719585194,True,False,0,0,0,0,1,52.57206606709265,BN,230.0,120.0,50.0,225.230.10.207,10784,224.0.2.0,10000,18.460410681627796,6.650819344478473,17.985225587009317,7.482575371741476,17.357628552303353,6.132804261127516,17.913363307670934,6.562190372457474,17.47601712312437,7.901921894488152,17.648925723304203,5.292286278894468,18.547584568531914,6.114043989676959,18.22824163315563,5.566581743420321,18.824609719591464,5.0947541044534175,17.498168868578553,6.977023565906765,battery,chevy_volt_16kwh,0,0,0,0,0,0,0,32.561646766324955,54.743339021045,10.972292607359833,13.064889147114245
H171,EV171,ev,193901195.89114448,4139.4496864814,0.9089413323743305,0.8270096439971688,5,5,49,51,5,5,0.9900642746420727,18.937991434376382,6.966254240253903,1.000000001296797e-07,11.46064291614867,1.7900140425200464,6.145778074917352,True,False,0,0,0,0,0,52.99027737492803,CN,230.0,-120.0,50.0,228.249.26.26,10779,224.0.2.0,10000,17.876255243694473,4.341372828040329,17.72920447905524,4.260869006440066,18.293507780453954,4.015613891194786,17.708644730162447,6.360395432395215,17.72708049682697,6.770984886515238,18.31944804384792,7.219323806367263,17.506057797092037,8.500183827453993,18.662913279225968,4.483769732837074,17.696551887109226,6.027098614174729,18.34149015333531,6.477321561607842,battery,chevy_volt_16kwh,0,0,0,0,0,0,0,31.798597573353064,16.809484201194756,58.51541844112644,33.78267678611577
H172,EV172,ev,299905333.69303346,6299.801112192753,0.8996805556798315,0.9809099050012945,5,5,49,44,5,5,0.9900609470839038,20.873490169851078,6.8589398554943655,9.999999995372165e-08,21.15481848002687,0.545614501771003,6.2934763994411895,True,False,0,0,0,0,1,61.90788394819111,AN,230.0,0.0,50.0,238.213.142.115,11766,224.0.2.0,10000,18.25177557639009,4.980817239106281,17.926306349208968,7.248929860749664,19.043244986277973,7.386064769686434,17.975547538032874,6.141802304049957,17.596675202768413,5.503079596737926,18.370928463407175,6.4052931367559625,17.961954128930994,5.7569145299990065,17.95501085688924,7.174585760771041,17.821217396793177,7.36658415288398,17.439682106403787,5.823220220309376,battery,nissan_leaf_30kwh,0,0,0,0,0,0,0,39.98530096627029,10.863536110710545,12.028628620803154,41.8862571407844
H173,EV173,ev,74404396.1312513,3468.9438061329647,0.8983918761976574,0.5310564850597415,5,5,33,5,5,5,0.9900262404710722,18.551376425375746,6.8568337530123085,1.0000000015011293e-07,16.814123879084924,0.6076543491658181,6.630261979836863,True,False,0,0,0,0,1,46.204912133669495,BN,230.0,120.0,50.0,237.149.178.205,11368,224.0.2.0,10000,18.217434935712127,6.690896241255876,17.984555655110118,6.196734204203182,18.139784039367584,6.265424694449136,18.56993856330473,5.820563898533036,18.13951818532766,5.995753881222422,18.05691050206493,5.6075388797399395,17.533965072269044,4.994488522485386,17.59517959190124,5.921571126800692,17.931965984254216,7.110847447380826,18.71321977442644,6.268035545199352,battery,tesla_powerwall_13kwh,0,0,0,0,0,0,0,42.88821010743754,58.42111474155037,58.685965206668875,34.660078879367745
H174,EV174,ev,219102862.5449855,2662.949200221334,0.902281159759543,0.9774411386780792,5,5,25,53,5,5,0.9900593577523558,20.916190209464855,6.895728402064825,1.0000000012280396e-07,12.699944124531811,1.943281906642856,6.43154575072214,True,False,0,0,0,0,1,72.98393151299899,CN,230.0,-120.0,50.0,236.151.180.18,10623,224.0.2.0,10000,17.58535683096454,6.477004988083627,18.397163333386345,6.392596450238888,17.639091755694018,4.934054015168131,18.249854181752895,7.018932795547044,18.060598627397315,5.419843213812092,18.762303333713497,6.5829168082803164,17.987812599119223,5.409453538102716,18.03357228987029,4.38295967446633,18.294756966217452,5.972253185025468,17.775325021292524,5.145757018190272,battery,chevy_volt_16kwh,0,0,0,0,0,0,0,25.881624343626072,19.37927550550175,42.25210096741701,5.038265156884873
H175,EV175,ev,251061473.8996734,5285.428580517723,0.9015432928793359,0.9809675741791741,5,5,34,59,5,5,0.9900226230101952,19.49565363227669,6.930350941518376,9.999999997715887e-08,15.2271827394225,1.2945922722370944,6.411725872228797,True,False,0,0,0,0,0,25.994430117147957,AN,230.0,0.0,50.0,234.110.104.50,11530,224.0.2.0,10000,17.323986289359468,6.192674946620596,17.099303847664824,6.326137664180708,19.001344118628662,5.077323238984671,18.513690679966018,5.831468089989157,19.01660083401051,6.77186276011755,18.474465583469577,6.27390149480769,18.19119594904739,7.028426781879058,18.635562575857858,7.593961785949132,17.11717609213578,4.054161857308936,17.88519557326523,5.971792985528295,battery,mitsubishi_imiev_16kwh,0,0,0,0,0,0,0,53.79448254580681,26.62031573851909,44.16552964095207,33.7697332902814
H176,EV176,ev,193569138.62793636,3288.0931402241367,0.899373230293405,0.6975673425951704,5,5,29,14,5,5,0.9900623064435375,20.628964305791413,6.7370808751812366,1.0000000005318118e-07,11.98060228218759,1.9224686710219505,6.031452193433956,True,False,0,0,0,0,1,79.77808821744736,BN,230.0,120.0,50.0,224.145.151.1,11140,224.0.2.0,10000,16.568525491379923,5.830126984744279,18.345196972079975,6.079805552799263,17.604230805428756,6.537544095410781,18.07331276126226,4.493180090390667,18.00055848018882,6.937730308769888,17.638152940498507,7.211083707572662,18.466790248087925,4.064738255494085,17.930536486323778,5.396441417472942,18.066065441757058,5.871709763809045,18.264417117979605,5.965270871064292,battery,tesla_s60_60kwh,0,0,0,0,0,0,0,12.327547048160518,15.210144123719704,48.17085963746577,30.59198516051188
H177,EV177,ev,79939594.03767727,2377.114768432209,0.8967102861817633,0.6761208062738114,5,5,28,47,5,5,0.9900685770125428,19.78369179955331,6.995459506119231,9.999999999743109e-08,29.364563181999163,0.49350139569147694,6.8365128497351515,True,False,0,0,0,0,1,76.24386528771424,CN,230.0,-120.0,50.0,235.57.160.141,10093,224.0.2.0,10000,17.242498842441215,5.399587312225631,17.15263206868311,4.071347383533391,18.102724110009103,7.736228958153869,17.20615048188592,6.231556391740436,17.2738901379386,6.042443531990409,18.505547681309725,5.3852664507151395,18.479112356874673,5.376267670068192,17.885297668270514,5.835432787388128,18.568439159552366,6.668990862041515,17.567556933683715,4.3808712322794605,battery,tesla_3_75kwh,0,0,0,0,0,0,0,27.27909387487591,22.62281290547687,42.953769238356216,50.30883726616182
H178,EV178,ev,157030600.9583187,4854.099578461437,0.9019199099311994,0.5852008002908953,5,5,57,56,5,5,0.9900051865333409,18.816249225164366,6.90137129630974,9.99999999582108e-08,14.120289310701509,1.6528821812706616,6.656325268349845,True,False,0,0,0,0,0,71.407466395714,AN,230.0,0.0,50.0,237.90.86.24,12877,224.0.2.0,10000,17.931662304882842,6.0099238222953355,18.57111196778707,6.5347999843984175,18.068006196838212,5.246834633687783,17.679455327297248,5.526936151715351,18.00357289016162,6.473537953284491,18.213978247346567,6.2635179911455,17.826781929059397,6.03282316159398,17.729994303927096,6.566919589398075,16.97359051235385,4.431893719611964,17.037214057169994,6.352896367048545,battery,tesla_powerwall_13kwh,0,0,0,0,0,0,0,30.980356014264427,55.28840346707691,43.06784448755987,56.703463381627394
H179,EV179,ev,155467482.53267574,7280.03349781522,0.8981976960567014,0.9616091287505191,5,5,56,34,5,5,0.9900663114233307,20.08779164965944,6.9849221006131685,1.0000000002484321e-07,35.79874513695369,1.745611237008763,6.111088094139083,True,False,0,0,0,0,0,39.62826575191165,BN,230.0,120.0,50.0,233.93.121.13,11736,224.0.2.0,10000,19.105383015716136,5.226156320083721,16.708636938098426,6.986684719160274,17.08784071634851,5.151053326422774,17.774874731567877,6.214926867291601,18.243710426758035,5.021956269302812,18.416235589968164,5.1697893251872316,17.81951187417797,6.7668003500994,17.80660742496359,7.7245495986487,17.86124592179721,5.743782051299077,17.07474130747269,5.527174884456439,battery,ford_focus_33kwh,0,0,0,0,0,0,0,49.581016747149405,32.30071915846268,58.57601958806815,16.45103303265899
H180,EV180,ev,279503386.6389973,5269.877482339045,0.8984655993387871,0.7971618996518707,5,5,47,45,5,5,0.9900412494049309,17.491719299044195,6.980168055549275,1.0000000002160433e-07,48.262423348843384,1.2973098245706998,6.499640324315021,True,False,0,0,0,0,0,66.12703618338278,CN,230.0,-120.0,50.0,225.170.173.88,12993,224.0.2.0,10000,18.293696694636896,6.270422186558581,18.40080703703763,5.604727073689326,18.834893921977,6.405772459064727,17.94458518166642,7.297806919674884,18.22483349558188,5.889069126375004,18.52457161755591,6.845678023342831,18.041800260535155,6.470450187396548,18.350970724111864,7.0638406141705685,18.138849314449224,6.991676267503333,18.374105296801982,5.273132994739458,battery,nissan_leaf_30kwh,0,0,0,0,0,0,0,7.021357730416682,17.615144368840767,42.54249189692247,29.147048353809144
H181,EV181,ev,304594312.5339333,3569.5746747167027,0.8980577803937005,0.652726798595664,5,5,14,15,5,5,0.9900438592850561,20.808558316223444,6.799514779400611,1.0000000005715885e-07,13.097492362503111,1.2873918171701288,6.867905985151733,True,False,0,0,0,0,0,74.54554424932473,AN,230.0,0.0,50.0,228.57.67.192,12653,224.0.2.0,10000,17.76339106797906,5.74141686623911,18.052423765537974,3.8110057497858825,18.516612518388563,5.064306744816952,17.60094158564615,5.1372263732991446,17.872249886605136,6.451921836250203,17.646932399461647,6.788626913305869,18.153262589551318,6.936828493155179,17.46064361804757,6.261472147443102,18.96724271623223,4.902196562764795,17.46836897048886,5.966410569870129,battery,ford_focus_23kwh,0,0,0,0,0,0,0,16.98211025545466,46.88765371269072,35.04143577038178,39.94748079732014
H182,EV182,ev,122355147.17372665,4775.381342084458,0.8961432671891797,0.7029976304163585,5,5,30,41,5,5,0.9900205495334631,20.969855571648075,6.926012285542262,1.0000000010241541e-07,32.85025978266357,0.6607004925886761,6.297770575115739,True,False,0,0,0,0,0,33.64087992164419,BN,230.0,120.0,50.0,226.143.89.219,10683,224.0.2.0,10000,17.535939122247406,5.14957308540404,17.612257897136534,6.728609971582163,17.447825807880275,5.692444282211453,18.131354045813726,6.37816065966478,17.76693296047133,5.553821578643159,17.763433147500606,5.061836116093087,17.700719925971296,7.769995889458871,17.542913136934736,6.074177644479847,19.012229744424435,5.911640383936568,18.77518886158733,6.249708925462909,battery,tesla_powerwall_13kwh,0,0,0,0,0,0,0,51.136760000965474,12.04460822974104,22.982104549849247,45.05309046386833
H183,EV183,ev,207355725.93546888,7105.751020539918,0.9036630743099366,0.9486451332015424,5,5,35,18,5,5,0.9900530051509434,20.694713816876703,6.83828059449203,1.0000000011608646e-07,31.811150940957972,0.9001843514186472,6.6811533021633425,True,False,0,0,0,0,1,35.94336380735845,CN,230.0,-120.0,50.0,225.221.8.206,10539,224.0.2.0,10000,17.594820247736997,6.24104932062069,18.117273581749664,6.545980104588849,17.83201685913185,5.358053743233733,18.242972767711425,6.1176156622965525,17.790035517419202,7.412972977768191,17.43217371270034,4.410876268093288,17.34072250825492,5.592337182817249,18.790273132263664,7.0836125452561385,17.408333513417187,5.536977228619853,17.990878761870942,6.588716793959825,battery,tesla_s85_90kwh,0,0,0,0,0,0,0,53.05753679061093,30.731493394951677,20.880718536710273,47.24918302403316
H184,EV184,ev,140410439.53650838,5827.053346732174,0.9024547265767396,0.6480460825157774,5,5,28,41,5,5,0.9900052827178719,20.49693336686076,6.986923907418752,9.999999993415721e-08,13.653977698923399,0.877682754151804,6.277556873081568,True,False,0,0,0,0,1,68.46570496005847,AN,230.0,0.0,50.0,229.85.172.209,11246,224.0.2.0,10000,17.935979064076314,5.624021164214438,17.612178057344067,5.162118549541776,17.59535496988024,7.237486567137533,17.335737724560197,5.777190743752804,18.316233953438196,7.241677263866055,17.154231279240697,7.388456671527912,17.984364541005526,4.970389683237709,18.46843980562366,6.154117346060179,17.925283212617813,6.0477984067748,18.197330632540563,6.941062380429979,battery,nissan_leaf_30kwh,0,0,0,0,0,0,0,29.783047838847672,29.296681609860038,22.049970351730487,43.63169157220219
H185,EV185,ev,303603251.43020487,6464.957874428279,0.8993490764059561,0.6655905393976207,5,5,13,7,5,5,0.9900989441438057,20.753663064330247,6.963124738902351,9.999999995756231e-08,30.269505257525537,1.1855371018556173,6.031012072376758,True,False,0,0,0,0,1,71.19294083428846,BN,230.0,120.0,50.0,230.216.214.249,10172,224.0.2.0,10000,18.59600232847898,8.106283760010474,17.804313169618677,5.318478502312854,17.55704880478786,6.7999250899775046,18.3001373780164,6.989667095481283,18.010291891522208,8.0546797132372,18.058754694015217,6.073829276321027,17.485917576308243,3.996322411504229,17.825068365599314,5.575877129797758,17.886963623369578,6.0353503975714435,18.16454487917294,5.80120472481254,battery,ford_focus_23kwh,0,0,0,0,0,0,0,52.080530740261295,46.8459831517122,38.49363610441659,4.667862255977674
H186,EV186,ev,184549766.89061525,3684.5000720198864,0.8978513349402801,0.518615384998388,5,5,16,28,5,5,0.9900106856517402,19.02369550375121,6.997523366986671,9.999999994973554e-08,18.494629170904318,1.4354371035257363,6.346175699052081,True,False,0,0,0,0,1,47.20782340720251,CN,230.0,-120.0,50.0,227.102.111.100,10694,224.0.2.0,10000,18.123713125981904,5.851948721797311,17.410135308797933,5.1927489770223225,17.656832791816196,6.381364837863481,18.701370116214694,7.108507671315069,17.94408085024887,7.6446726307082375,18.366372150466145,4.775723928708019,17.62667782641816,4.936177684233706,17.450848357140583,5.678054713878314,18.046157885425863,4.910950234887704,17.114012420941172,7.54038358906316,battery,tesla_s60_60kwh,0,0,0,0,0,0,0,18.573447780767072,28.8123443669833,59.719433747202935,37.42270935382719
H187,EV187,ev,288289586.21996635,6400.644223437754,0.9032239059653828,0.6215950240727963,5,5,7,25,5,5,0.9900108640101389,20.052122255389364,6.885385631395953,9.999999987337394e-08,29.866087437015047,1.480986736762215,6.487684839882194,True,False,0,1,0,0,0,60.61889066982412,AN,230.0,0.0,50.0,232.191.128.218,12497,224.0.2.0,10000,18.011584263498275,5.399016653442746,19.211081071373222,7.462047124154457,18.303153182269988,5.569507986387257,16.661221344964986,5.490110361986904,16.95345773575858,6.521511208730631,17.84180724912149,7.207381511389932,16.866809482688588,5.211222249094973,17.629435139544366,5.403641239660457,18.66947672599598,6.05664746110688,18.71172025850118,4.663312064485554,battery,tesla_3_75kwh,0,0,0,0,0,0,0,24.392638435723445,42.23972743589593,7.0501819623727044,28.65942113337906
H188,EV188,ev,62518743.331890926,2110.1000225345792,0.9002541995893769,0.8838993514629613,5,5,1,0,5,5,0.9900609655901258,18.24903124780642,6.929702475218442,9.999999991998995e-08,24.745934120464895,1.4121997532741233,6.4263146816372485,True,False,1,0,0,0,1,46.57916176357564,BN,230.0,120.0,50.0,224.68.27.52,10553,224.0.2.0,10000,18.364664200454712,4.872955002536241,17.847234689686783,6.645627123573915,18.1658248497769,5.275743763349081,18.274450783187035,3.367248882333221,17.82491440117178,4.872773360881311,18.852289565459156,6.596960269392203,18.377631062210682,6.2951726881602,17.781374904171358,5.161255454186456,18.019038709131294,7.185354109351412,17.869240656932632,5.903115828986275,battery,tesla_s85_90kwh,0,0,0,0,0,0,0,44.34269410539915,35.52109888857753,55.93992968340696,5.975182237046894
H189,EV189,ev,287929555.40457326,4135.547843208788,0.9000312573803199,0.9247839307231692,5,5,16,12,5,5,0.9900162020903204,20.392616088469488,6.918746432834627,9.999999991717527e-08,24.48548677820983,1.928963775685346,6.6516853056166685,True,False,0,0,0,0,0,73.48255591281062,CN,230.0,-120.0,50.0,232.55.2.229,10032,224.0.2.0,10000,18.087431745545153,7.0563477708654405,17.94013249099025,5.661614434828097,17.844216829734165,7.718160337048821,18.05892430999595,6.355029167579334,17.4376996946772,6.456504431270046,17.475416570775007,5.582892541767162,17.1404153613632,6.067298855177496,16.83696922285713,7.023311265587648,18.25003935868483,6.309220579689433,17.902681186751146,5.252493123584227,battery,tesla_s85_90kwh,0,0,0,0,0,0,0,58.54861569741192,24.97530111318982,41.88494054488038,11.054397223455178
