house,name,with_dr,cop,heating_setpoint,cooling_setpoint,tolerance,temp_max,temp_min,temp_in,temp_mat,temp_out,proposed_status,actual_status,proposed_demand,actual_demand,mode,floor_area,ceiling_height,heating_power_thermal,cooling_power_thermal,heating_power,cooling_power,ventilation_power,standby_power,min_heatingtime,min_coolingtime,cooling_counter,heating_counter,charging_counter,discharging_counter,mass_change,volume,air_part,material_part,Ua,U,Um,Ca,Cm,Cp,mass_fraction_external_heat,mass_fraction_internal_heat,schedule,schedule_skew,phase,voltage,angle,frequency,mcast_ip_local,mcast_port_local,mcast_ip_global,mcast_port_global,s0,e0,s1,e1,s2,e2,s3,e3,s4,e4,s5,e5,s6,e6,s7,e7,s8,e8,s9,e9,connected,load_class,load_type,priority,profile,skew,irradiance,irradiance_roof,irradiance_wall1,irradiance_wall2,irradiance_wall3,irradiance_wall4,counter,min_cycletime,min_chargingtime,min_dischargingtime
H150,AC150,True,3.500673772393735,19.998775944542952,20.001583584484766,0.999577202507265,23.998803269293443,15.999062469177842,19.21692278156825,20.81388994867652,22.5454926314369,0,0,0,0,1,34.65179915947111,2.4,5000.0,3600.0,1400.0,1000.0,0,0,45.177451526677636,48.40666957234703,28,106,5,5,2.1461618312897235,83.16431798273067,0.8600000000000003,0.13999999999999968,46.05624005467741,46.05624005467741,230.28120027338704,8813906.45434583,14600327665.04816,1006.0,0.5171112955239824,0.47060914503475326,P3,-857,CN,230.0,-120.0,50.0,231.210.61.159,10812,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,61.26217765552358,P5,0,0,0,0,0,0,0,29.28856751244944,47.70383162863615,5,5
H151,AC151,True,3.4959421384723304,19.999980186069642,20.004007701256334,0.9978289742321299,23.999090506937552,16.000828094529194,18.61851106747902,20.7528976406919,22.670798647684627,0,0,0,0,1,39.93577430529403,2.4,5800.0,4100.0,1700.0,1200.0,0,0,44.11321432834708,34.21699197292051,111,41,5,5,3.7157684123138406,95.84585833270567,0.5,0.5,53.38461220736477,53.38461220736477,266.9230610368238,5905767.025605601,60095353174.60646,1006.0,0.47093268256313126,0.5015471244058576,P2,-4,AN,230.0,0.0,50.0,232.107.247.32,11506,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,61.2621416433261,P3,0,0,0,0,0,0,0,31.131354080497722,59.79961700809636,5,5
H152,AC152,True,3.490817276126771,20.000877712896028,20.000443986233066,1.0004841808807425,23.9998993213779,15.999022307468437,21.021771421497945,18.517662745157804,23.4787482546721,0,0,0,0,0,22.589017690749618,2.4,3300.0,2400.0,900.0,700.0,0,0,44.779219952367896,44.93204374931788,36,40,5,5,3.0859192532377886,54.21364245779908,0.6800000000000002,0.31999999999999984,32.917982016484466,32.917982016484466,164.58991008242234,4543080.740757937,21754850445.465607,1006.0,0.4911769701320636,0.5205697144350993,P1,801,BN,230.0,120.0,50.0,229.118.90.29,11833,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,79.60659358714764,P3,0,0,0,0,0,0,0,38.15212718427292,59.07829892025863,5,5
H153,AC153,True,3.511569962897348,20.001277341724624,20.000006735668524,0.999030520463867,23.999161060938288,16.000326615319008,18.391627322811054,20.797556640843393,22.417483007270206,0,0,0,0,0,24.955897051518296,2.4,3600.0,2600.0,1000.0,700.0,0,0,32.40545088799142,52.352847918191216,46,2,5,5,1.941877565267028,59.89415292364391,0.9100000000000004,0.08999999999999964,33.18770664679131,33.18770664679131,165.93853323395655,6716743.670717896,6759654098.962424,1006.0,0.5231838105525605,0.5131120231838774,P4,245,CN,230.0,-120.0,50.0,227.113.101.206,11272,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,39.23250334650839,P3,0,0,0,0,0,0,0,23.250801628019836,32.7826176189608,5,5
H154,AC154,True,3.502395268445454,19.999233384889983,20.000844849726356,0.9992556169414804,24.000443744771903,16.001254440090904,21.95923590391206,20.731731906301537,22.184299935629703,0,0,0,0,1,37.59932219889472,2.4,5400.0,3900.0,1500.0,1100.0,0,0,50.62696815119875,51.27479927060385,50,66,5,5,2.735730223583303,90.23837327734732,0.8900000000000003,0.10999999999999965,47.67427534475858,47.67427534475858,238.37137672379288,9897242.688801263,12447481209.87725,1006.0,0.4607327103871793,0.5192630867247507,P3,-301,AN,230.0,0.0,50.0,232.12.55.77,12606,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,70.49111799400649,P4,0,0,0,0,0,0,0,25.352454733148374,43.76816396646336,5,5
H155,AC155,True,3.482700761096089,19.999445070075605,19.99978146442741,0.9999130207938118,24.000428089407368,16.000772608268523,21.83596836605488,19.800428647149992,21.163203585596456,0,0,0,0,0,14.54367529093261,2.4,2100.0,1500.0,600.0,400.0,0,0,39.26101433186729,42.41136456554442,88,3,5,5,2.315651400270773,34.90482069823826,0.7500000000000002,0.24999999999999978,20.85092744764866,20.85092744764866,104.2546372382433,3226113.408032207,10942661288.897686,1006.0,0.4983036801840515,0.5486817281287835,P1,-849,BN,230.0,120.0,50.0,233.29.114.51,11858,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,47.43567224905751,P5,0,0,0,0,0,0,0,17.906253772426187,50.54733499821507,5,5
H156,AC156,True,3.511207519765358,19.9980375469468,20.002344987749133,1.000335725161895,24.00005385197328,16.000777978220064,21.881493272340926,18.59405240078836,22.464120679508103,0,0,0,0,1,70.37271758669567,2.4,10100.0,7200.0,2900.0,2100.0,0,0,32.98142688910106,56.366955820915834,39,8,5,5,2.6029027121944828,168.89452220806962,0.52,0.48,90.2835006273237,90.2835006273237,451.4175031366185,10823104.786264163,101660990807.48126,1006.0,0.45896868507026767,0.5542038844320363,P5,716,CN,230.0,-120.0,50.0,228.60.44.70,10739,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,78.01042945240394,P3,0,0,0,0,0,0,0,39.869879920267294,53.83009619793089,5,5
H157,AC157,True,3.4892607376723586,20.000495106906858,20.001247672378287,1.0002358073442732,24.000126096218228,15.997808066187883,20.101181752207367,18.468849082054863,22.20848356786697,1,0,0,0,1,32.73530085967422,2.4,4700.0,3400.0,1300.0,1000.0,0,0,52.58702397759883,43.542822471444715,12,75,5,5,2.8178616716707876,78.56472206321813,0.7500000000000002,0.24999999999999978,43.527154619808,43.527154619808,217.63577309904002,7261424.014685297,24630040366.81886,1006.0,0.4554696848743776,0.49187166769795565,P1,118,AN,230.0,0.0,50.0,237.13.21.225,12749,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,48.96275435842101,P1,0,0,0,0,0,0,0,8.701874300220656,35.0094804699107,5,5
H158,AC158,True,3.507084606481498,20.002027721443213,20.000852230332622,0.9995407652571338,23.999913535522456,15.999599373443186,19.416403438327464,21.73425400989826,21.96464193744254,0,0,0,0,0,15.376897821168466,2.4,2200.0,1600.0,600.0,500.0,0,0,36.313699710666086,45.91662795879854,83,57,5,5,2.045863789282024,36.90455477080432,0.9400000000000004,0.05999999999999961,21.967953919944833,21.967953919944833,109.83976959972416,4275045.871868595,2776698700.9552984,1006.0,0.4761247400301196,0.5770318337788034,P4,533,BN,230.0,120.0,50.0,235.161.163.118,12472,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,45.72825949246334,P2,0,0,0,0,0,0,0,30.275327948042737,51.1415836275498,5,5
H159,AC159,True,3.5340198080352945,20.001116732046984,19.999462583644103,1.0024905226765113,23.99882915211747,16.00030189465097,19.457096632462875,18.379707060820582,22.35991983133558,0,0,0,0,1,37.155894742959866,2.4,5400.0,3900.0,1500.0,1100.0,0,0,56.35049723461755,54.03692994677087,53,60,5,5,2.4429624291180403,89.17414738310367,0.6200000000000001,0.3799999999999999,47.16823600409234,47.16823600409234,235.8411800204617,6813395.674137145,42493264710.996544,1006.0,0.49510425572350214,0.49582698883156323,P4,774,CN,230.0,-120.0,50.0,225.138.59.141,12807,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,66.27513234913806,P4,0,0,0,0,0,0,0,5.295059345269449,38.12563437694959,5,5
H160,AC160,True,3.495292620379117,20.001184446775117,20.00059280973195,0.9983067639692764,23.99994999867295,16.00085593771453,18.349059543828137,21.63366392083318,21.751389692112134,0,0,0,0,0,25.68839645844061,2.4,3700.0,2600.0,1100.0,700.0,0,0,36.059899245319286,59.36742336123946,40,31,5,5,3.681210636291014,61.65215150025746,0.7600000000000002,0.23999999999999977,34.303058758928856,34.303058758928856,171.51529379464426,5774239.38370323,18554831515.517467,1006.0,0.42372356896825647,0.5083416922212324,P3,421,AN,230.0,0.0,50.0,237.176.191.145,11967,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,37.19093290252883,P4,0,0,0,0,0,0,0,59.11199620267887,44.235831913971516,5,5
H161,AC161,True,3.491518324168717,19.99963062546218,19.99988130872494,1.0003224527055192,24.00023814163933,16.00081221262871,18.04202981318375,18.159798272239197,21.55123208118811,0,0,0,0,1,31.27710478320285,2.4,4500.0,3200.0,1300.0,900.0,0,0,40.07233682794497,53.97742637497066,31,118,5,5,1.360511851221918,75.06505147968684,0.7100000000000002,0.2899999999999998,40.78295718664869,40.78295718664869,203.91478593324342,6567938.70066521,27298156621.102898,1006.0,0.5024231110174971,0.5322578545296313,P4,-768,BN,230.0,120.0,50.0,225.166.104.83,12827,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,35.9865304327565,P4,0,0,0,0,0,0,0,29.447455765980138,44.43719063119185,5,5
H162,AC162,True,3.490215395314669,20.000223549161355,19.99989972616406,1.000751298124973,23.999938204400884,15.999636277615734,18.599781884795586,19.10295490106723,21.892057543316312,0,0,0,0,1,22.0481586371994,2.4,3200.0,2300.0,900.0,700.0,0,0,55.056575865912365,58.502725963412956,91,4,5,5,1.390075327567144,52.91558072927856,0.7600000000000002,0.23999999999999977,29.686823286993018,29.686823286993018,148.4341164349651,4955986.495576751,15925473176.28366,1006.0,0.5295755684824748,0.49747255552295566,P3,-706,CN,230.0,-120.0,50.0,225.182.238.236,12397,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,24.514848317659155,P3,0,0,0,0,0,0,0,19.180868404690763,48.3829226564588,5,5
H163,AC163,True,3.5000768882258817,19.998240897990346,19.999101691962192,1.000662931165865,24.000569310854797,15.999076867800802,20.661335298650773,18.59430334102393,23.696684078997237,0,0,0,0,0,14.4462996029733,2.4,2100.0,1500.0,600.0,400.0,0,0,46.52335989492428,31.39738272541574,31,67,5,5,1.707597828493093,34.67111904713592,0.8700000000000003,0.12999999999999967,23.477438664546003,23.477438664546003,117.38719332273001,3717235.423607439,5652085827.064082,1006.0,0.5119636647906467,0.4860360186466522,P3,-16,AN,230.0,0.0,50.0,230.32.226.236,11612,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,60.929598032766506,P3,0,0,0,0,0,0,0,56.593098169356196,57.09769338133124,5,5
H164,AC164,True,3.500351543351841,19.999495210814292,20.000426352504295,1.0000025352205508,24.00053987947254,15.998056822003267,18.101117893922208,18.33790210303657,21.968677546364976,0,0,0,0,0,50.140443812789286,2.4,7200.0,5100.0,2100.0,1500.0,0,0,45.023933657281304,31.305233191557804,64,21,5,5,3.1454405150718436,120.33706515069429,0.8100000000000003,0.18999999999999972,63.20001893037541,63.20001893037541,316.000094651877,12012057.146488486,28671509142.804382,1006.0,0.5388825828215533,0.4642593430690986,P3,6,BN,230.0,120.0,50.0,230.235.49.8,11712,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,61.4723201165699,P5,0,0,0,0,0,0,0,13.277145660478189,34.44246838369403,5,5
H165,AC165,True,3.5072661422569715,19.997380852238557,20.000466576004232,1.000866481953684,24.000403265328682,15.999919428643027,19.01845269098991,20.97670689768211,22.18172993741926,0,0,0,0,1,15.408908409122251,2.4,2200.0,1600.0,600.0,500.0,0,0,53.50189741795322,49.45063054809432,50,12,5,5,2.9854444940738163,36.9813801818934,0.8600000000000003,0.13999999999999968,23.475725789892223,23.475725789892223,117.37862894946112,3919354.278159196,6492451104.73319,1006.0,0.4657382889533306,0.49147131454273385,P3,-43,CN,230.0,-120.0,50.0,227.90.144.163,11617,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,55.605807892136745,P5,0,0,0,0,0,0,0,13.358702797580547,37.276929886441074,5,5
H166,AC166,True,3.4980666636356434,20.00120442505064,20.00185229939516,0.9995044617920206,23.999190199002843,16.00014156952977,18.23836739727621,21.123555835323057,21.499488062574898,0,0,0,0,0,44.35798516986592,2.4,6400.0,4600.0,1800.0,1300.0,0,0,35.623134195682674,51.37177658563763,51,38,5,5,2.887376122832472,106.4591644076782,0.7000000000000002,0.2999999999999998,55.471748385983865,55.471748385983865,277.35874192991935,9183623.029071372,40049937650.16852,1006.0,0.4565944473501297,0.47081020806452006,P1,794,AN,230.0,0.0,50.0,225.91.19.203,12037,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,42.54126463756942,P5,0,0,0,0,0,0,0,22.91907415483859,55.89004103974713,5,5
H167,AC167,True,3.503146520109308,20.000203670093814,19.99953959270319,1.0008885633207232,24.000715407993212,16.001432295985005,19.124499198657357,21.735930030871152,22.541712686677243,0,0,0,0,0,11.749946101925396,2.4,1700.0,1200.0,500.0,300.0,0,0,33.11516016662777,51.37369491675363,56,56,5,5,3.188615966156503,28.199870644620948,0.8500000000000003,0.1499999999999997,17.31579529212373,17.31579529212373,86.57897646061866,2953921.8222878384,5304395668.253188,1006.0,0.4935017246556831,0.5560546047723551,P1,-475,BN,230.0,120.0,50.0,237.82.40.100,10295,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,73.22438598315613,P3,0,0,0,0,0,0,0,27.065456211309858,30.30382046455208,5,5
H168,AC168,True,3.499969084173402,19.99790644423062,19.999553917238373,1.0003603795770661,23.99906899313677,16.00144714803558,19.539259671835886,19.613055833522957,22.08500970576743,0,0,0,0,1,21.674762072852342,2.4,3100.0,2200.0,900.0,600.0,0,0,37.61467402949954,47.26524696368348,53,64,5,5,1.7688903253108863,52.01942897484562,0.8300000000000003,0.1699999999999997,31.17244231682675,31.17244231682675,155.86221158413375,5320796.244093626,11089501868.857569,1006.0,0.4958414300596002,0.5415491897394171,P3,706,CN,230.0,-120.0,50.0,236.122.100.164,12546,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,32.75436224502155,P2,0,0,0,0,0,0,0,9.33612390164267,39.787804506501736,5,5
H169,AC169,True,3.4954797161679068,20.001027486159924,20.001172517759972,1.000061203790417,24.000205916699027,16.001046330691924,19.020533841846756,18.989518565816446,21.590694209693723,0,0,0,0,1,16.002662835398553,2.4,2300.0,1600.0,700.0,500.0,0,0,53.05483795394376,34.673208573510905,42,115,5,5,1.791679545597122,38.40639080495652,0.9300000000000004,0.06999999999999962,22.46051092483769,22.46051092483769,112.30255462418845,4401689.469126783,3371312984.8590655,1006.0,0.4512945404145374,0.5470268267732725,P2,-366,AN,230.0,0.0,50.0,234.109.212.238,10278,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,39.036496509530785,P1,0,0,0,0,0,0,0,26.09883956160739,43.9030735288107,5,5
H170,AC170,True,3.493186957730466,19.99995746662956,19.999868056535973,1.0012537351268853,24.001055044278445,15.999979347163494,19.093073433588245,18.211024800776098,22.276697598083093,0,0,0,0,1,47.14197595154184,2.4,6800.0,4900.0,1900.0,1400.0,0,0,50.57468378830474,59.804734824112984,1,89,5,5,1.82190195933777,113.1407422837004,0.6000000000000001,0.3999999999999999,59.75217370159664,59.75217370159664,298.7608685079832,8365718.164415839,56751396329.504105,1006.0,0.5036870655118428,0.47809131834123697,P3,-819,BN,230.0,120.0,50.0,226.210.190.50,12911,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,75.25621308114209,P4,0,0,0,0,0,0,0,58.5147079579599,30.472782703457646,5,5
H171,AC171,True,3.497296765027209,19.999229781717663,20.001017353339066,1.00016633218938,23.999099420159,16.000480577874562,20.073900841175927,19.299911048501258,21.811749518517754,0,0,0,0,1,66.17477116245367,2.4,9500.0,6800.0,2700.0,1900.0,0,0,59.24752164544519,58.89610969050707,22,61,5,5,2.6216403572221307,158.8194507898888,0.5800000000000001,0.41999999999999993,89.55091947073821,89.55091947073821,447.75459735369105,11351797.589446839,83647028342.01863,1006.0,0.43079955164428985,0.5728652594782937,P4,-709,CN,230.0,-120.0,50.0,238.45.93.204,11476,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,66.88145389985098,P4,0,0,0,0,0,0,0,14.434256905732523,57.94694383838913,5,5
H172,AC172,True,3.485983066173498,20.001854268543916,19.99852087313977,0.9987851281818423,23.998260449588376,15.997096932435522,19.5134669160769,19.62332141607566,21.816720258955336,0,0,0,0,1,42.79630829796184,2.4,6200.0,4400.0,1800.0,1300.0,0,0,59.31891399978707,50.1895031623455,6,11,5,5,1.0321535117048404,102.71113991510842,0.5700000000000001,0.42999999999999994,56.56481197277809,56.56481197277809,282.82405986389045,7214817.668290072,55383900865.02476,1006.0,0.45721567888220643,0.524097887330627,P4,104,AN,230.0,0.0,50.0,231.150.219.247,10822,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,54.9665434889048,P3,0,0,0,0,0,0,0,1.079236798667642,55.20361105989373,5,5
H173,AC173,True,3.482435592303147,20.000392343046457,20.000869132120016,0.9990781756011612,24.000465329962786,16.001040878307588,18.308941993138816,18.33274913443693,21.32208924412786,0,0,0,0,0,58.44164832813696,2.4,8400.0,6000.0,2400.0,1700.0,0,0,55.87531882036609,58.72688163451029,70,78,5,5,3.652644924019345,140.25995598752868,0.54,0.45999999999999996,77.12536115063087,77.12536115063087,385.6268057531543,9333841.320772998,80907553011.84604,1006.0,0.5274245945759712,0.49072476786149455,P3,-446,BN,230.0,120.0,50.0,225.103.241.43,11279,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,64.95523713003848,P2,0,0,0,0,0,0,0,51.48661291162573,40.430986039299476,5,5
H174,AC174,True,3.4866154947316645,19.99841172303642,19.998863958405632,0.9994679730951399,23.99948301029363,16.0007416898917,20.051521685659484,18.106280030084537,21.50046433170502,0,0,0,0,0,72.0,2.4,10400.0,7400.0,3000.0,2100.0,0,0,40.035489173125626,54.0972804656973,56,43,5,5,1.9726535630928794,172.79999999999998,0.6800000000000002,0.31999999999999984,93.81562673277473,93.81562673277473,469.07813366387364,14480568.292640816,69341183999.99995,1006.0,0.4515069798925988,0.5081148727556206,P5,-295,CN,230.0,-120.0,50.0,230.42.236.165,10595,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,48.299220836067605,P1,0,0,0,0,0,0,0,20.705434195938142,43.44313875189478,5,5
H175,AC175,True,3.509318170520691,19.997718395604696,19.999630022984768,0.9986964514840116,23.999565096492507,16.00012216092031,20.19676564111417,20.39971392501955,21.75828067226161,0,0,0,0,0,33.07148360760615,2.4,4800.0,3400.0,1400.0,1000.0,0,0,59.04315830951389,37.482102959762855,4,0,5,5,2.8552515634946416,79.37156065825475,0.8800000000000003,0.11999999999999966,42.94453323897836,42.94453323897836,214.7226661948918,8607569.683182703,11943832447.85414,1006.0,0.5395008669095762,0.5178161512119502,P3,321,AN,230.0,0.0,50.0,232.132.184.44,10144,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,42.46706682601899,P5,0,0,0,0,0,0,0,53.67959451633298,31.761590642010034,5,5
H176,AC176,True,3.4987564263789577,20.00064082500185,20.001347786975472,1.0009864542713267,24.001637197125962,15.99868804612739,20.143509297415054,20.99523743420851,22.213051911770386,0,0,0,0,1,45.89478816751309,2.4,6600.0,4700.0,1900.0,1300.0,0,0,43.858313077774724,34.56329571955464,92,5,5,5,2.5943026225013703,110.14749160203142,0.7700000000000002,0.22999999999999976,62.83202611911454,62.83202611911454,314.1601305955727,10451973.305528738,31768739527.85787,1006.0,0.4960292494191193,0.4486065679320612,P3,-111,BN,230.0,120.0,50.0,228.201.63.114,11314,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,60.79529086323673,P1,0,0,0,0,0,0,0,0.8315365330512758,33.421877636270814,5,5
H177,AC177,True,3.485553655193594,20.000873625375228,20.000734999492167,0.9992057452144951,23.999854904138186,15.9982030509385,18.584877402423775,20.916053674303022,21.479488927118386,0,0,0,0,1,23.107055444928513,2.4,3300.0,2400.0,900.0,700.0,0,0,35.29387648680874,52.57152513006089,70,54,5,5,2.5407907726388674,55.45693306782843,0.8000000000000003,0.19999999999999973,31.74095942495493,31.74095942495493,158.70479712477464,5467374.091701392,13908598813.411354,1006.0,0.5618220350177111,0.4737168528116504,P4,-293,CN,230.0,-120.0,50.0,234.188.14.124,11074,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,39.81101487950279,P2,0,0,0,0,0,0,0,9.606643148526896,47.86194197300045,5,5
H178,AC178,True,3.5199787653477888,20.000863177083556,19.999887924339365,0.9999191199202401,24.000236935452403,16.0003096071239,18.88369563821059,19.03650665626138,21.13496238711975,0,0,0,0,1,44.305528851789404,2.4,6400.0,4600.0,1800.0,1300.0,0,0,47.62248310052137,36.065609878692285,49,94,5,5,3.0843173635763734,106.33326924429457,0.6100000000000001,0.3899999999999999,55.19032553306196,55.19032553306196,275.9516276653098,7993407.559859921,52003348656.614685,1006.0,0.5607900077874339,0.4949944116426638,P2,731,AN,230.0,0.0,50.0,225.78.227.123,12664,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,28.906088959514147,P3,0,0,0,0,0,0,0,19.886538751724427,48.43562914187012,5,5
H179,AC179,True,3.4973738455696637,20.001568287100664,20.000109600108647,0.9995376922649108,24.000172803717835,16.00012326844578,19.577210167998196,18.705335686001405,22.25746196775165,0,0,0,0,0,72.0,2.4,10400.0,7400.0,3000.0,2100.0,0,0,49.18375462936816,47.702894779836015,95,3,5,5,3.899471210911692,172.79999999999998,0.52,0.48,93.81507399770592,93.81507399770592,469.0753699885296,11073375.753195917,104011775999.99998,1006.0,0.5346856117437144,0.512399004415959,P4,381,BN,230.0,120.0,50.0,234.115.218.170,10494,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,67.0152310545019,P1,0,0,0,0,0,0,0,8.151224710105712,45.001253628882296,5,5
H180,AC180,True,3.5114987712542884,19.998616825690448,20.00015993308228,1.001078940021399,23.999412088522885,15.999721202910344,18.571270234528455,19.68270482493762,21.55571471689718,0,0,0,0,0,67.35574041596702,2.4,9700.0,6900.0,2800.0,2000.0,0,0,37.82651912497486,56.5999863682558,24,68,5,5,2.9580495730927048,161.65377699832084,0.6600000000000001,0.33999999999999986,84.91386099530946,84.91386099530946,424.5693049765473,13148092.38841026,68922704361.00404,1006.0,0.5019375998117553,0.5488904321876691,P3,23,CN,230.0,-120.0,50.0,234.120.33.158,11393,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,64.38221968846884,P3,0,0,0,0,0,0,0,15.156420102877501,46.62135562302439,5,5
H181,AC181,True,3.4822486271699664,20.000375579576115,20.001296663820973,0.9998638703250501,23.997081911737137,15.9974448358256,18.025194027945084,20.16397559928651,21.63819665006087,0,0,0,0,1,18.765798629851844,2.4,2700.0,1900.0,800.0,500.0,0,0,55.3208032715884,34.36949885569472,11,104,5,5,2.6798878950060447,45.03791671164442,0.6500000000000001,0.34999999999999987,25.504923160880782,25.504923160880782,127.52461580440391,3607651.72807567,19767141644.740726,1006.0,0.51211256167944,0.5002693811199262,P3,415,AN,230.0,0.0,50.0,232.168.109.214,10765,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,43.231379947117404,P2,0,0,0,0,0,0,0,9.272169136440638,46.72298395389873,5,5
H182,AC182,True,3.4966484593217446,19.998391465152395,20.001459110196425,0.9991695061366755,24.001335327119786,15.999661432840844,20.967007265318827,18.643480926221056,22.666663865381476,0,0,0,0,1,15.170994960134497,2.4,2200.0,1600.0,600.0,500.0,0,0,57.377291442300056,44.65964709378605,97,24,5,5,1.0490812997072032,36.41038790432279,0.9300000000000004,0.06999999999999962,22.009135948511148,22.009135948511148,110.04567974255573,4172931.057728956,3196103850.241437,1006.0,0.48568435686373,0.46297699102235296,P4,-777,BN,230.0,120.0,50.0,236.153.11.243,12601,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,20.930611724954343,P1,0,0,0,0,0,0,0,51.13289404343945,47.75536764332911,5,5
H183,AC183,True,3.5006626347943874,20.000485413179977,20.00040834182135,1.0002074436219088,24.00067944477253,15.999806247686175,20.079943140703303,19.53069650831491,22.092722767243718,0,0,0,0,1,72.0,2.4,10400.0,7400.0,3000.0,2100.0,0,0,46.63262800408464,42.703479920317875,5,29,5,5,2.5302791811532104,172.79999999999998,0.8000000000000003,0.19999999999999973,90.09387173590589,90.09387173590589,450.4693586795295,17035962.69722449,43338239999.99995,1006.0,0.5004009259425332,0.5309982663922916,P5,852,CN,230.0,-120.0,50.0,227.170.146.79,10067,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,53.87888530194879,P3,0,0,0,0,0,0,0,7.03407163085857,30.498151679661134,5,5
H184,AC184,True,3.505048121215959,19.999339127287517,19.9986046386257,0.9988182063340144,24.001879190570907,15.99957911465717,21.43027759093546,18.424419943735753,21.7693997069398,0,0,0,0,1,21.166190693345794,2.4,3000.0,2100.0,900.0,600.0,0,0,38.07876007404875,34.99673202423549,48,24,5,5,1.537382763963831,50.7988576640299,0.5800000000000001,0.41999999999999993,29.29203160897507,29.29203160897507,146.46015804487536,3630905.0756011093,26754742354.49126,1006.0,0.4687362507223314,0.5139787680952246,P4,233,AN,230.0,0.0,50.0,225.209.126.176,10907,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,60.85231948987386,P1,0,0,0,0,0,0,0,39.515607384091794,52.5503663407912,5,5
