house,name,with_dr,cop,heating_setpoint,cooling_setpoint,tolerance,temp_max,temp_min,temp_in,temp_mat,temp_out,p_status,a_status,p_demand,a_demand,mode,d_priority,priority,floor_area,ceiling_height,heating_power_thermal,cooling_power_thermal,heating_power,cooling_power,ventilation_power,standby_power,min_heatingtime,min_coolingtime,cooling_counter,heating_counter,charging_counter,discharging_counter,mass_change,volume,air_part,material_part,Ua,Um,Ca,Cm,Cp,mass_fraction_external_heat,mass_fraction_internal_heat,schedule_skew,phase,voltage,angle,frequency,mcast_ip_local,mcast_port_local,mcast_ip_global,mcast_port_global,s0,e0,s1,e1,s2,e2,s3,e3,s4,e4,s5,e5,s6,e6,s7,e7,s8,e8,s9,e9,load_class,load_type,profile,skew,irradiance,irradiance_roof,irradiance_wall1,irradiance_wall2,irradiance_wall3,irradiance_wall4,min_cycletime,min_chargingtime,min_dischargingtime
H149,AC149,True,3.998102780830854,21.194181884221837,22.261126537207414,0.1,22.761126537207414,20.694181884221837,22.84956634071385,19.60060411126241,22.09819872810643,1,0,0,0,1,18,3.819999999999961,87.59619825986793,2.4,12600.0,-9400.0,3151.494769071837,-2351.1151451805763,8.759619825986794,1.8026820368166439,60,60,12,84,5,5,1.1295230005201735,210.23087582368302,0.7000000000000002,0.2999999999999998,117.86757637855594,589.3378818927797,18135727.64259431,79088855484.8695,1006.0,0.48745768031039177,0.495062253324907,1.4814103518815527,CN,230.0,-120.0,50.0,232.140.16.5,12924,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_17,0,0,0,0,0,0,0,120,5,5
H150,AC150,True,4.011527204509938,21.19516478040108,21.249027436905077,0.1,21.749027436905077,20.69516478040108,21.378932688365904,22.054234510680487,21.89580737550865,0,0,0,0,1,18,2.6399999999999864,131.7114413164325,2.4,19000.0,-14300.0,4736.350778984959,-3564.727165236048,13.171144131643253,1.7945615988026635,120,60,96,47,5,5,2.1609283545011535,316.107459159438,0.5800000000000001,0.41999999999999993,167.80668222977243,839.0334111488621,22594523.298901558,166487476590.0928,1006.0,0.50409769195877,0.5294282946400097,0.22059534872656383,AN,230.0,0.0,50.0,234.217.143.173,12273,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_9,0,0,0,0,0,0,0,60,5,5
H151,AC151,True,4.006433853584832,21.915346441741672,21.79232618388464,0.4,22.29232618388464,21.415346441741672,22.27036264582857,21.17106067493229,22.0994601347037,1,1,0,0,1,18,6.0599999999999135,96.99246939005378,2.4,14000.0,-10500.0,3494.3794186126993,-2620.7845639595243,9.699246939005379,1.7983541773846385,60,60,3,65,5,5,3.805391120665906,232.78192653612908,0.6200000000000001,0.3799999999999999,127.43177930348813,637.1588965174407,17786127.166872684,110925243632.9962,1006.0,0.49679802441742255,0.5727883444613737,0.15764995805610754,BN,230.0,120.0,50.0,227.208.146.200,12297,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_20,0,0,0,0,0,0,0,120,5,5
H152,AC152,True,4.010746856813989,21.485708342622654,22.10909656290164,0.4,22.60909656290164,20.985708342622654,22.020019424848197,22.468640554563688,21.677127624970357,0,1,0,0,1,18,2.6399999999999864,67.02812868689858,2.4,9700.0,-7300.0,2418.502175852947,-1820.109884920259,6.7028128686898585,1.8137614323432434,60,60,63,58,5,5,1.2204064347599761,160.86750884855658,0.6200000000000001,0.3799999999999999,90.6216653063304,453.108326531652,12291375.07354708,76656585316.51416,1006.0,0.5210517235609269,0.4121658835552252,-0.8272966733400444,CN,230.0,-120.0,50.0,224.39.252.253,11993,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_20,0,0,0,0,0,0,0,60,5,5
H153,AC153,True,3.9962119272456085,21.41401680136304,22.295970696638232,0.4,22.795970696638232,20.91401680136304,22.587105643957386,22.827463774061773,21.931495668564445,1,1,0,0,1,18,6.1999999999999105,52.42493337074204,2.4,7500.0,-5600.0,1876.7773422790867,-1401.3270822350514,5.242493337074205,1.7999021354632525,120,120,36,115,5,5,2.5057599542073685,125.81984008978088,0.7300000000000002,0.2699999999999998,73.60133328784794,368.00666643923967,11319114.013940705,42600081457.59798,1006.0,0.52051231083647,0.44003166549067524,-1.3183148698615788,AN,230.0,0.0,50.0,225.82.252.156,10586,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_17,0,0,0,0,0,0,0,60,5,5
H154,AC154,True,4.019055407969622,22.963469592219447,22.52174936234117,0.1,23.02174936234117,22.463469592219447,23.87825104332001,22.738466267518067,21.386554606754615,0,1,0,0,0,18,7.349999999999886,117.46309919173542,2.4,16900.0,-12700.0,4204.968154081178,-3159.9464826527196,11.746309919173543,1.793733806709509,60,60,25,49,5,5,1.015803835360934,281.911438060165,0.6400000000000001,0.3599999999999999,151.31331748639022,756.5665874319511,22234794.318894148,127266099597.88084,1006.0,0.597815814660222,0.516903793947983,-0.2868170377140641,BN,230.0,120.0,50.0,227.56.146.41,10779,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_17,0,0,0,0,0,0,0,60,5,5
H155,AC155,True,4.000707882625458,21.667581223058153,21.740797665401498,0.4,22.240797665401498,21.167581223058153,22.891409630436684,22.236202898352598,21.43573141659335,1,0,0,0,1,18,7.529999999999882,154.98321575301696,2.4,22300.0,-16700.0,5574.013563161142,-4174.261278241753,15.498321575301697,1.7921569395660393,120,120,33,88,5,5,2.105427064260604,371.9597178072407,0.5900000000000001,0.4099999999999999,194.43437164475566,972.1718582237783,27045085.9917407,191239369313.41467,1006.0,0.4754544411335036,0.5419518943202116,-0.2568938713228932,CN,230.0,-120.0,50.0,229.218.161.65,11414,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_7,0,0,0,0,0,0,0,60,5,5
H156,AC156,True,4.003473569621115,21.66952441032417,21.937780349977434,0.4,22.437780349977434,21.16952441032417,22.2793553886272,20.94723597340115,22.406215332311692,0,1,0,0,0,18,2.0299999999999994,68.83269366762285,2.4,9900.0,-7400.0,2472.852593588354,-1848.394867934729,6.883269366762285,1.7995658615144094,60,60,104,13,5,5,3.842339170362933,165.19846480229484,0.9200000000000004,0.07999999999999963,96.35613699410337,481.78068497051686,18729849.1626651,16572709988.966143,1006.0,0.46659454024808245,0.5235017624402859,-0.7700548797885665,AN,230.0,0.0,50.0,224.209.215.175,11354,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_7,0,0,0,0,0,0,0,120,5,5
H157,AC157,True,3.9995715272265837,22.683188360314894,21.60056096267785,0.2,22.10056096267785,22.183188360314894,20.95806729633481,21.5285507624713,22.216394825756822,0,1,0,0,0,18,8.369999999999864,113.287390911746,2.4,16300.0,-12200.0,4075.4365534007293,-3050.3267454901165,11.3287390911746,1.8013191915237659,120,120,9,47,5,5,1.6244004218105665,271.8897381881904,0.9100000000000004,0.08999999999999964,151.07784222499936,755.3892111249968,30491209.66490479,30685475851.91904,1006.0,0.5617701329719101,0.5233149565899332,1.3810294252078184,BN,230.0,120.0,50.0,232.122.191.103,10691,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_20,0,0,0,0,0,0,0,120,5,5
H158,AC158,True,4.019683739806471,22.081874977908193,21.932991590945203,0.4,22.432991590945203,21.581874977908193,21.49109626017109,21.55025430450367,22.48986145031812,1,0,0,0,0,18,5.329999999999929,36.14408976929683,2.4,5200.0,-3900.0,1293.6341106901002,-970.2255830175751,3.6144089769296834,1.8020864116880657,60,120,17,13,5,5,3.3795305815458185,86.74581544631239,0.6700000000000002,0.32999999999999985,53.96417522940194,269.8208761470097,7162485.933799791,35897153347.99298,1006.0,0.47988676904555244,0.47506259383129235,0.3546104385942318,CN,230.0,-120.0,50.0,227.249.110.231,12743,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_20,0,0,0,0,0,0,0,60,5,5
H159,AC159,True,3.9875152980416706,21.45235204321009,21.930344925422673,0.4,22.430344925422673,20.95235204321009,22.050123836486506,22.594256379539658,21.00135454976767,1,0,0,0,0,18,7.829999999999876,84.3003676072022,2.4,12100.0,-9100.0,3034.471116873832,-2282.1229060786673,8.43003676072022,1.798584922366497,120,60,21,66,5,5,2.2916525714224893,202.3208822572853,0.6400000000000001,0.3599999999999999,111.28556946626007,556.4278473313003,15957363.185979933,91335739086.22885,1006.0,0.5131345123752267,0.5983759378809801,0.0926740686716191,AN,230.0,0.0,50.0,225.42.54.112,10998,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_9,0,0,0,0,0,0,0,120,5,5
H160,AC160,True,4.001963335516592,21.795196698080503,22.844383979552426,0.4,23.344383979552426,21.295196698080503,24.25957149835035,21.98140534288024,21.087718132318326,0,1,0,0,1,18,6.369999999999907,153.119015047361,2.4,22000.0,-16500.0,5497.301738063059,-4122.976303547294,15.311901504736099,1.7980284671662474,60,60,118,71,5,5,2.46563812568099,367.4856361136664,0.8400000000000003,0.1599999999999997,192.1652718831014,960.8263594155071,38041716.08767386,73732318029.84589,1006.0,0.42576521961766545,0.5179935015843022,-0.5594415487263794,BN,230.0,120.0,50.0,229.18.26.94,11878,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_19,0,0,0,0,0,0,0,60,5,5
H161,AC161,True,3.9999719076266307,22.211636981503574,22.879817293856817,0.2,23.379817293856817,21.711636981503574,23.84127527101339,23.09561045864236,22.40219329025291,1,0,0,0,0,18,2.049999999999999,119.52703479344923,2.4,17200.0,-12900.0,4300.030199513466,-3225.0226496350997,11.952703479344924,1.8039746040176112,60,60,53,90,5,5,3.7860535553180297,286.86488350427817,0.7000000000000002,0.2999999999999998,150.8132455283756,754.066227641878,24746619.054288592,107918569174.30939,1006.0,0.4724508288938764,0.46042479699325844,0.9972233563032435,CN,230.0,-120.0,50.0,234.121.227.86,12152,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_20,0,0,0,0,0,0,0,60,5,5
H162,AC162,True,4.0081419972229995,22.212088153924554,21.896407172470578,0.1,22.396407172470578,21.712088153924554,22.58552401486237,22.04820613779994,21.710161462721363,0,1,0,0,1,18,3.6299999999999653,47.15498352594451,2.4,6800.0,-5100.0,1696.5466804098535,-1272.4100103073902,4.715498352594451,1.8057160323700279,60,60,23,48,5,5,3.34688181044188,113.17196046226682,0.9400000000000004,0.05999999999999961,67.33211666660523,336.6605833330261,13110134.227835936,8515058305.180901,1006.0,0.4557420512461643,0.49550535760409925,0.3607033925593553,AN,230.0,0.0,50.0,238.122.193.144,12557,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_20,0,0,0,0,0,0,0,120,5,5
H163,AC163,True,4.002869260085786,22.639206885202476,22.054118431434457,0.4,22.554118431434457,22.139206885202476,22.777622702344548,22.41583006976428,22.810467672728176,0,1,0,0,1,18,7.769999999999877,33.831823802269554,2.4,4900.0,-3700.0,1224.1219189594483,-924.3369592142774,3.3831823802269554,1.8003842839337632,60,60,78,38,5,5,3.2338830639359655,81.19637712544693,0.5700000000000001,0.42999999999999994,51.967677390329946,259.83838695164974,5703637.991500811,43782710473.58349,1006.0,0.5187911359032842,0.41611233334927267,-0.5110450822963587,BN,230.0,120.0,50.0,228.110.123.210,12064,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_9,0,0,0,0,0,0,0,120,5,5
H164,AC164,True,3.998190528381147,21.850051727704464,22.025052620542574,0.30000000000000004,22.525052620542574,21.350051727704464,23.948269451839522,23.641365727372825,22.099710191389477,1,0,0,0,1,18,2.4999999999999893,132.66421166423493,2.4,19100.0,-14300.0,4777.161034327577,-3576.6179471667197,13.266421166423493,1.8047205731987894,120,60,7,17,5,5,2.7366686275754226,318.3941079941638,0.5,0.5,171.29197690045606,856.4598845022804,19618936.97979564,199633105712.3407,1006.0,0.47781339632897907,0.46979820378092185,1.474343601427433,CN,230.0,-120.0,50.0,228.213.239.204,12267,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_20,0,0,0,0,0,0,0,60,5,5
H165,AC165,True,4.008434480097685,22.408002288565225,22.59825842668376,0.4,23.09825842668376,21.908002288565225,22.711996620650076,22.955252661544357,21.74235812543331,1,0,0,0,0,18,6.979999999999894,65.55971285790544,2.4,9400.0,-7100.0,2345.055169710775,-1771.2650749943089,6.555971285790545,1.79483477798949,120,120,35,35,5,5,1.2275511000862498,157.34331085897304,0.5,0.5,87.67384850173347,438.36924250866736,9695243.795124406,98654255908.57608,1006.0,0.478869925282049,0.49514797431340396,-1.031544866782692,AN,230.0,0.0,50.0,235.214.250.242,12383,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_20,0,0,0,0,0,0,0,60,5,5
H166,AC166,True,3.9857641750886335,21.76333058301897,21.15895262463499,0.1,21.65895262463499,21.26333058301897,22.006552558163587,21.024989103435242,21.720746342496604,1,1,0,0,0,18,7.969999999999873,47.22670589834512,2.4,6800.0,-5100.0,1706.0718349822553,-1279.5538762366914,4.722670589834512,1.7976039224491345,120,120,97,35,5,5,2.012676350225916,113.34409415602828,0.7700000000000002,0.22999999999999976,66.6031060721736,333.015530360868,10755486.675314516,32690703636.48164,1006.0,0.5322462642490894,0.5273174436874764,1.2679434063313546,BN,230.0,120.0,50.0,235.20.26.56,11128,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_7,0,0,0,0,0,0,0,60,5,5
H167,AC167,True,3.9936558984536332,22.272753662712496,22.411523590249686,0.1,22.911523590249686,21.772753662712496,22.37775024665015,21.991475460662457,22.8028115536439,0,1,0,0,0,18,4.6999999999999424,53.69315267408224,2.4,7700.0,-5800.0,1928.0579488537019,-1452.3033900456455,5.369315267408225,1.8034826096827672,60,60,70,104,5,5,3.7296403763802335,128.8635664177974,0.6400000000000001,0.3599999999999999,75.37347408502697,376.8673704251348,10163670.244154418,58174168423.65043,1006.0,0.4295130413699567,0.5561979159598527,-1.24616426648887,CN,230.0,-120.0,50.0,237.46.249.89,10969,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_17,0,0,0,0,0,0,0,120,5,5
H168,AC168,True,4.012801813498233,21.676096729209117,22.767829328261985,0.1,23.267829328261985,21.176096729209117,21.91115357807004,24.088637636060287,22.19627080491668,0,0,0,0,1,18,6.309999999999908,140.30570311036473,2.4,20200.0,-15200.0,5033.889272091981,-3787.8770760296093,14.030570311036474,1.797177422205106,60,60,9,97,5,5,3.435328461178462,336.73368746487535,0.5800000000000001,0.41999999999999993,184.54061384953206,922.7030692476603,24068831.42581168,177350898514.00052,1006.0,0.4974552600478274,0.5454299847432564,0.08336776604711953,AN,230.0,0.0,50.0,238.82.71.11,11652,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_9,0,0,0,0,0,0,0,120,5,5
H169,AC169,True,3.988388303822677,21.787742315613972,21.2666987486079,0.1,21.7666987486079,21.287742315613972,19.857310245800115,19.155693525166797,21.47990879137168,1,0,0,0,1,18,2.7699999999999836,117.76294544334648,2.4,17000.0,-12700.0,4262.373346072228,-3184.2436173598408,11.776294544334649,1.7981962134622977,120,60,38,118,5,5,2.5556614140726337,282.6310690640315,0.7100000000000002,0.2899999999999998,152.0688007689911,760.3440038449555,24729691.317948706,102781614575.82564,1006.0,0.4906682101939392,0.4894975524934217,-0.04270651340120688,BN,230.0,120.0,50.0,230.60.185.55,12793,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_19,0,0,0,0,0,0,0,60,5,5
H170,AC170,True,4.008933850660296,22.461956837833185,22.191049022833997,0.4,22.691049022833997,21.961956837833185,22.984571314237385,20.588311949390736,21.349539738631247,0,0,0,0,1,18,7.209999999999889,140.22566937182742,2.4,20200.0,-15200.0,5038.74614859832,-3791.5317553809145,14.022566937182743,1.798991518105521,60,60,39,115,5,5,2.179062491552665,336.5416064923858,0.6500000000000001,0.34999999999999987,182.6919648118934,913.459824059467,26958303.95098463,147708111089.50806,1006.0,0.48224477792868947,0.5331751133980238,1.0609240254550971,CN,230.0,-120.0,50.0,228.38.182.251,10190,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_19,0,0,0,0,0,0,0,60,5,5
H171,AC171,True,4.010151292971301,22.338826864046503,22.863418794394693,0.2,23.363418794394693,21.838826864046503,23.128329195022513,23.532615114084315,21.34164540978535,0,0,0,0,0,18,8.249999999999867,31.078577257778292,2.4,4500.0,-3400.0,1122.1521761254419,-847.8483108503339,3.1078577257778295,1.8121139429956465,120,120,59,17,5,5,2.8947609828326684,74.5885854186679,0.6300000000000001,0.3699999999999999,47.933661045999905,239.66830522999953,5790997.343227828,34607611862.55352,1006.0,0.5147314568821062,0.4848181386217533,-1.0120598208094156,AN,230.0,0.0,50.0,226.244.70.149,11654,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_7,0,0,0,0,0,0,0,60,5,5
H172,AC172,True,4.000268952480891,21.066843859676702,21.454796018313377,0.30000000000000004,21.954796018313377,20.566843859676702,21.77593667728911,20.613711606565438,22.125945147470848,1,0,0,0,0,18,2.089999999999998,148.73812089152466,2.4,21400.0,-16100.0,5349.640300242344,-4024.7293847617634,14.873812089152466,1.7997739982215695,120,120,45,44,5,5,1.5546386767454008,356.9714901396592,0.7700000000000002,0.22999999999999976,184.9313402352974,924.656701176487,33873861.13279966,102957717186.08038,1006.0,0.482517491686163,0.5294645271198553,0.24820147788102567,BN,230.0,120.0,50.0,229.228.153.134,10083,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_20,0,0,0,0,0,0,0,60,5,5
H173,AC173,True,3.9948817331721966,21.778576564320844,21.79048163177867,0.2,22.29048163177867,21.278576564320844,21.32134713347032,21.480603770623542,21.955432335740372,1,1,0,0,1,18,7.799999999999876,102.61654184876963,2.4,14800.0,-11100.0,3704.7404625537774,-2778.5553469153333,10.261654184876964,1.7979499365856921,60,120,61,99,5,5,2.384179727372464,246.2797004370471,0.8700000000000003,0.12999999999999967,135.99482823387402,679.9741411693701,26405130.288770113,40148516765.247314,1006.0,0.4649545449764043,0.5268903224724353,-1.0101565783173327,CN,230.0,-120.0,50.0,238.46.191.224,11493,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_20,0,0,0,0,0,0,0,60,5,5
H174,AC174,True,4.014852476795555,21.373795610957934,22.067391896443628,0.1,22.567391896443628,20.873795610957934,22.813050007348508,21.58564143487786,21.916103031395867,1,0,0,0,0,18,6.109999999999912,79.81177197619957,2.4,11500.0,-8600.0,2864.3642740215196,-2142.046326659571,7.981177197619957,1.8066183966405367,60,120,29,65,5,5,2.5828266662505834,191.54825274287896,0.6000000000000001,0.3999999999999999,108.10881604036499,540.544080201825,14163477.293573765,96080603575.82806,1006.0,0.4947562130217852,0.4707155049600442,-0.4681586103330606,AN,230.0,0.0,50.0,224.143.115.215,12608,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_7,0,0,0,0,0,0,0,120,5,5
H175,AC175,True,3.9850060634161153,22.457664315473302,21.23230019628328,0.4,21.73230019628328,21.957664315473302,23.12076875369336,22.152461043689748,22.59808063648891,0,1,0,0,1,18,4.3199999999999505,95.54248255532468,2.4,13800.0,-10300.0,3462.9809291105717,-2584.688664481079,9.55424825553247,1.79794001788917,60,60,57,106,5,5,2.574627581716222,229.30195813277922,0.8900000000000003,0.10999999999999965,126.70243634685505,633.5121817342753,25150013.09490027,31629912104.835464,1006.0,0.5235993907396735,0.4718383535135529,-1.0460894451702842,BN,230.0,120.0,50.0,224.13.218.93,11036,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_7,0,0,0,0,0,0,0,60,5,5
H176,AC176,True,3.9996368134562448,22.287910462653237,21.739400904384947,0.2,22.239400904384947,21.787910462653237,22.207436658040834,22.5832274542091,21.66632254248705,0,0,0,0,1,18,8.519999999999861,111.77399242705727,2.4,16100.0,-12100.0,4025.365489644884,-3025.2746847641674,11.177399242705727,1.794029854918747,60,60,71,101,5,5,3.7011422437946,268.2575818249374,0.6300000000000001,0.3699999999999999,143.81086408280868,719.0543204140433,20827301.321364544,124466152815.13441,1006.0,0.43345302679879466,0.5690788036358699,-0.8554520369885462,CN,230.0,-120.0,50.0,238.141.69.211,11846,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_20,0,0,0,0,0,0,0,60,5,5
H177,AC177,True,4.0160265132042055,22.784653242791844,22.59306126768524,0.1,23.09306126768524,22.284653242791844,22.600546618427295,21.02626434778486,21.79941121091041,0,0,0,0,0,18,5.819999999999919,158.5921429327158,2.4,22800.0,-17100.0,5677.253356031485,-4257.940017023614,15.859214293271581,1.7983762695945553,60,60,59,103,5,5,2.223424377640256,380.6211430385179,0.7900000000000003,0.20999999999999974,198.2888878237011,991.4444391185054,37056162.81494758,100232771807.76318,1006.0,0.5036948272136293,0.5070420038436182,0.11381690585275048,AN,230.0,0.0,50.0,231.59.155.152,11355,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_17,0,0,0,0,0,0,0,60,5,5
H178,AC178,True,3.991439618904729,22.113859271267366,22.95642183927489,0.2,23.45642183927489,21.613859271267366,20.796791028186465,23.231413958996402,22.182387984644865,0,1,0,0,1,18,3.219999999999974,37.959040942137996,2.4,5500.0,-4100.0,1377.9489420183756,-1027.19830223188,3.7959040942137996,1.7972880973615557,60,60,77,62,5,5,2.7372144970707333,91.10169826113119,0.7200000000000002,0.2799999999999998,57.48944143714142,287.4472071857071,8083499.481206369,31987628293.44836,1006.0,0.4765332824454151,0.5112038214492658,0.15139869539133485,BN,230.0,120.0,50.0,234.241.140.135,12670,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_7,0,0,0,0,0,0,0,120,5,5
H179,AC179,True,3.9862087326133326,21.796567563344993,22.06571174399331,0.2,22.56571174399331,21.296567563344993,23.169395096016128,21.135406034515412,21.19652515042872,0,1,0,0,1,18,4.689999999999943,145.2436220929408,2.4,20900.0,-15700.0,5243.077169794391,-3938.5795007546385,14.52436220929408,1.8042983932128813,120,60,98,61,5,5,3.4685706900331015,348.5846930230579,0.9000000000000004,0.09999999999999964,184.08151376691256,920.4075688345629,38662618.7956941,43712520505.09132,1006.0,0.5384476624618975,0.5580606599885911,-0.667512162992409,CN,230.0,-120.0,50.0,234.152.48.32,11176,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_17,0,0,0,0,0,0,0,120,5,5
H180,AC180,True,4.0087335817112,21.370692676453924,22.628458573967887,0.30000000000000004,23.128458573967887,20.870692676453924,21.06768476189814,24.328099189377248,22.499739963210235,1,0,0,0,1,18,4.139999999999954,73.13656853444361,2.4,10500.0,-7900.0,2619.2810736796046,-1970.6971887684645,7.313656853444361,1.8062284009878733,120,60,23,44,5,5,3.653727157882215,175.52776448266465,0.7000000000000002,0.2999999999999998,96.95689170360691,484.78445851803457,15142037.143206513,66033544998.3784,1006.0,0.44942159674289417,0.5015896828350781,0.4181079070777734,AN,230.0,0.0,50.0,225.190.147.236,11847,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_19,0,0,0,0,0,0,0,120,5,5
H181,AC181,True,3.9941915698278763,21.79525136376943,21.768505997509227,0.1,22.268505997509227,21.29525136376943,20.83490858399181,21.205523929643995,22.26259916827957,1,1,0,0,1,18,7.569999999999881,145.53150882628955,2.4,21000.0,-15700.0,5257.634650935123,-3930.707810461021,14.553150882628955,1.802777271656662,60,120,90,105,5,5,3.1476092968409732,349.2756211830949,0.8000000000000003,0.19999999999999973,187.2568128954824,936.284064477412,34434890.488341436,87598325792.7201,1006.0,0.4894111591433848,0.513636431521255,-0.5801207072094913,BN,230.0,120.0,50.0,237.224.12.197,12271,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_7,0,0,0,0,0,0,0,60,5,5
H182,AC182,True,3.9909805336259954,21.698103977073153,22.059842627680357,0.4,22.559842627680357,21.198103977073153,21.590176395753346,22.34508748277376,22.47139986476745,0,0,0,0,1,18,4.409999999999949,94.85508360979219,2.4,13700.0,-10300.0,3432.740371588057,-2580.819403456714,9.48550836097922,1.7961347449513478,60,120,50,36,5,5,1.7619640946035933,227.65220066350125,0.5,0.5,126.48506420307187,632.4253210153594,14027565.416539963,142737929816.0153,1006.0,0.5218812189214735,0.558118775841797,-1.4257560264081812,CN,230.0,-120.0,50.0,236.97.117.3,12708,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_19,0,0,0,0,0,0,0,120,5,5
H183,AC183,True,3.977887686850168,21.784662414991704,21.175342821653743,0.30000000000000004,21.675342821653743,21.284662414991704,20.94855381248047,21.628454452278785,23.020560327910157,0,1,0,0,1,18,4.379999999999949,60.99076738609131,2.4,8800.0,-6600.0,2212.2293771869035,-1659.172032890178,6.099076738609131,1.8093864407999425,120,60,33,54,5,5,2.5659996740262385,146.37784172661915,0.8900000000000003,0.10999999999999965,85.31438881853738,426.5719440926869,16054832.964382984,20191359487.76978,1006.0,0.452649477386964,0.536052539843857,-0.3617296450030443,AN,230.0,0.0,50.0,233.241.182.169,10108,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_19,0,0,0,0,0,0,0,120,5,5
H184,AC184,True,3.9959310814750832,22.91261755146436,21.640209685529747,0.1,22.140209685529747,22.41261755146436,21.02803788365053,21.813243932888867,22.44428726109775,0,0,0,0,0,18,8.829999999999854,88.67545518229772,2.4,12800.0,-9600.0,3203.258449411226,-2402.44383705842,8.867545518229774,1.7996149269779773,60,120,71,118,5,5,3.6619662874281182,212.82109243751452,0.8300000000000003,0.1699999999999997,117.21656594924595,586.0828297462298,21768735.673217285,45369200485.82928,1006.0,0.5231454665255736,0.4558616135945852,-0.4054429456311875,BN,230.0,120.0,50.0,227.121.185.235,12249,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_19,0,0,0,0,0,0,0,120,5,5
