house,name,with_dr,cop,heating_setpoint,cooling_setpoint,tolerance,temp_max,temp_min,temp_in,temp_mat,temp_out,proposed_status,actual_status,proposed_demand,actual_demand,mode,priority,floor_area,ceiling_height,heating_power_thermal,heating_power,cooling_power_thermal,cooling_power,ventilation_power,standby_power,min_heatingtime,min_coolingtime,cooling_counter,heating_counter,charging_counter,discharging_counter,mass_change,volume,air_part,material_part,Ua,U,Um,Ca,Cm,Cp,mass_fraction_external_heat,mass_fraction_internal_heat,schedule,schedule_skew,phase,voltage,angle,frequency,mcast_ip_local,mcast_port_local,mcast_ip_global,mcast_port_global,s0,e0,s1,e1,s2,e2,s3,e3,s4,e4,s5,e5,s6,e6,s7,e7,s8,e8,s9,e9,connected,load_class,load_type,d_priority,profile,skew,irradiance,irradiance_roof,irradiance_wall1,irradiance_wall2,irradiance_wall3,irradiance_wall4,counter,min_cycletime,min_chargingtime,min_dischargingtime
H154,EH154,True,1,20.000412913081963,99999,0.9994724942712486,22.999171097101684,16.99940375152895,21.165417839613255,20.7630123024335,22.399140291761565,0,0,0,0,0,55.82193814851383,48.29413367825112,2.4,3900.0,2400.0,0,0,0,0,4.711727145441118,4.390546504515551,0,0,5,5,2.735730223583303,115.90592082780269,0.7600000000000002,0.23999999999999977,61.23482264744666,7.0384853617754795,306.1741132372333,1085555.842841092,34883045932.335464,1006.0,0.4607327103871793,0.5192630867247507,P3,179,AN,230.0,0.0,50.0,232.12.55.77,12606,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,57.88676459869825,P5,0,0,0,0,0,0,0,2.7854385872083816,4.331805924449159,5,5
H155,EH155,True,1,20.00112998545298,99999,0.9970829434168028,23.001129729046305,16.99852548862168,20.841016100256773,18.660534299004397,21.90307465986334,0,0,0,0,1,52.13762632708115,20.789444347956863,2.4,1700.0,2400.0,0,0,0,0,4.717830504688373,2.6477542697374528,0,0,5,5,2.315651400270773,49.89466643509647,0.6500000000000001,0.34999999999999987,29.80534061059757,3.425901219608916,149.02670305298784,399668.9738977109,21898769098.36383,1006.0,0.4983036801840515,0.5486817281287835,P1,556,BN,230.0,120.0,50.0,233.29.114.51,11858,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,38.66663019706158,P4,0,0,0,0,0,0,0,1.1064781068179825,2.028153904337754,5,5
H156,EH156,True,1,20.00002055298104,99999,1.0003103119475294,22.999546598031145,17.000134537829606,21.953786970142314,18.934850516332673,22.219178090496225,0,0,0,0,0,48.45379641622991,51.24345100741286,2.4,4100.0,2400.0,0,0,0,0,4.430534223989054,4.40357054697095,0,0,5,5,2.6029027121944828,122.98428241779085,0.8500000000000003,0.1499999999999997,65.74192811972125,7.556543462036926,328.70964059860626,1288253.9789295762,23133343522.78641,1006.0,0.45896868507026767,0.5542038844320363,P5,-502,CN,230.0,-120.0,50.0,228.60.44.70,10739,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,29.10969765626229,P1,0,0,0,0,0,0,0,1.8952963723676253,4.995796812028836,5,5
H157,EH157,True,1,20.0009314174403,99999,0.9999192533937682,23.000460187135165,17.00051154020263,19.233169701593795,20.413037072130066,21.854345174201384,0,0,0,0,0,26.805384984923723,41.052793675811955,2.4,3300.0,2400.0,0,0,0,0,3.5779428640341417,4.052292755865392,0,0,5,5,2.8178616716707876,98.52670482194868,0.7000000000000002,0.2999999999999998,54.5866771031695,6.274330701513736,272.9333855158475,849933.5124558856,37065746354.017075,1006.0,0.4554696848743776,0.49187166769795565,P1,-462,AN,230.0,0.0,50.0,237.13.21.225,12749,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,65.15034084483639,P2,0,0,0,0,0,0,0,4.821919553226133,4.2285383880671485,5,5
H158,EH158,True,1,19.99973803102694,99999,1.0003534754422387,22.999648668092846,17.001913597628853,20.555809895526068,19.19268053178399,21.975924773573187,0,0,0,0,0,78.5219404430114,21.109857200957535,2.4,1700.0,2400.0,0,0,0,0,4.128513553549876,4.239051132351166,0,0,5,5,2.045863789282024,50.66365728229808,0.6200000000000001,0.3799999999999999,30.158252700934696,3.4664658276936433,150.79126350467348,387098.2268887743,24142245968.160675,1006.0,0.4761247400301196,0.5770318337788034,P4,-390,BN,230.0,120.0,50.0,235.161.163.118,12472,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,35.353479588786556,P3,0,0,0,0,0,0,0,4.684363379402979,3.660470946279782,5,5
H159,EH159,True,1,19.999331084411565,99999,1.0002260551166713,23.000109941826253,17.00123430336457,19.121358587581692,18.735442632120296,22.514232778256705,0,0,0,0,0,26.42453140455632,50.015319677938294,2.4,4000.0,2400.0,0,0,0,0,4.0035575919847854,3.222260028228097,0,0,5,5,2.4429624291180403,120.0367672270519,0.7600000000000002,0.23999999999999977,63.49287020832987,7.298031058428721,317.46435104164937,1124244.6726485542,36126265464.6535,1006.0,0.49510425572350214,0.49582698883156323,P4,-809,CN,230.0,-120.0,50.0,225.138.59.141,12807,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,74.34638726845348,P4,0,0,0,0,0,0,0,2.5521788788530104,4.853507761117525,5,5
H160,EH160,True,1,20.001768262997196,99999,1.0006502208320576,22.999351231974032,16.999549730525228,19.82901353513577,19.010170173439967,21.462621176318464,0,0,0,0,1,49.61465059792695,35.54160773899216,2.4,2800.0,2400.0,0,0,0,0,4.149259746466532,2.459607336598264,0,0,5,5,3.681210636291014,85.29985857358119,0.6400000000000001,0.3599999999999999,47.46056689952916,5.455237574658525,237.30283449764582,672761.670712062,38507768154.45748,1006.0,0.42372356896825647,0.5083416922212324,P3,-152,AN,230.0,0.0,50.0,237.176.191.145,11967,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,27.786225575125286,P2,0,0,0,0,0,0,0,4.140831102527262,4.482839374206927,5,5
H161,EH161,True,1,20.000247247767945,99999,1.0004134124007806,22.99983170817628,17.000525454452497,20.04704582627735,19.02270993003618,22.752573906407278,0,0,0,0,0,21.12744444131621,39.04215565312509,2.4,3100.0,2400.0,0,0,0,0,4.8681574828906635,3.3149351548722765,0,0,5,5,1.360511851221918,93.70117356750022,0.9300000000000004,0.06999999999999962,50.907990797504496,5.851493195115459,254.5399539875225,1073892.80870323,8225089015.755125,1006.0,0.5024231110174971,0.5322578545296313,P4,-611,BN,230.0,120.0,50.0,225.166.104.83,12827,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,43.81170259613242,P5,0,0,0,0,0,0,0,2.389006026785228,3.472377000531231,5,5
H162,EH162,True,1,19.997539503936228,99999,0.9999550751724459,22.997930666074062,16.999723194986043,18.65625969652867,21.479527793312762,22.504079522908572,0,0,0,0,0,70.30376986027294,27.760000525271916,2.4,2200.0,2400.0,0,0,0,0,3.35559840778827,4.632755728270366,0,0,5,5,1.390075327567144,66.62400126065259,0.8800000000000003,0.11999999999999966,37.37755354545382,4.2962705224659565,186.8877677272691,722514.120508071,10025579709.702974,1006.0,0.5295755684824748,0.49747255552295566,P3,-618,CN,230.0,-120.0,50.0,225.182.238.236,12397,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,44.221913692191194,P5,0,0,0,0,0,0,0,0.04631886211936942,3.1495140951230147,5,5
H163,EH163,True,1,20.000081065704805,99999,0.999816139548871,22.999744978648902,16.999856496578445,21.865177140996128,21.644806363316807,22.306511068360805,0,0,0,0,1,64.96141931571046,10.199314209589453,2.4,800.0,1500.0,0,0,0,0,4.484368103582407,2.8388595052903858,0,0,5,5,1.707597828493093,24.478354103014684,0.8500000000000003,0.1499999999999997,16.5754401027918,1.9052230003208965,82.877200513959,256409.48949663536,4604378406.777053,1006.0,0.5119636647906467,0.4860360186466522,P3,814,AN,230.0,0.0,50.0,230.32.226.236,11612,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,65.8972815463154,P2,0,0,0,0,0,0,0,1.8614346183103447,3.695172716639445,5,5
H164,EH164,True,1,20.000924309164166,99999,0.9999899954528436,22.99914312302548,16.99908665102851,18.40965417454168,21.490582864121002,21.078124582880292,0,0,0,0,1,54.40305455563036,54.047884329694796,2.4,4300.0,2400.0,0,0,0,0,2.457483227888168,4.998848509063138,0,0,5,5,3.1454405150718436,129.7149223912675,0.6400000000000001,0.3599999999999999,68.12519102418034,7.830481726917281,340.6259551209017,1023064.157005094,58558504564.313774,1006.0,0.5388825828215533,0.4642593430690986,P3,685,BN,230.0,120.0,50.0,230.235.49.8,11712,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,46.87592117162964,P3,0,0,0,0,0,0,0,1.8105173403661574,4.115923041216616,5,5
H165,EH165,True,1,20.00114024304561,99999,1.0005972947044692,22.997852810588945,17.00075498346479,21.768747893598523,21.79618552393414,21.344664925487635,0,0,0,0,1,30.16064932766959,15.085418780778653,2.4,1200.0,2000.0,0,0,0,0,3.1276687603320714,2.9290060089637096,0,0,5,5,2.9854444940738163,36.20500507386877,0.8100000000000003,0.18999999999999972,22.982884012315516,2.641710806013278,114.91442006157757,361398.7007175304,8626204508.899961,1006.0,0.4657382889533306,0.49147131454273385,P3,13,CN,230.0,-120.0,50.0,227.90.144.163,11617,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,35.14509470868722,P5,0,0,0,0,0,0,0,2.8106678776694545,2.626049851906183,5,5
H166,EH166,True,1,19.9987461173721,99999,0.9999503413398523,23.000330395768273,16.999990773750188,19.043094951472547,19.340366855306247,22.43543178794123,0,0,0,0,1,24.816340330060797,59.49673567886475,2.4,4800.0,2400.0,0,0,0,0,2.2452285941808436,4.907312485926552,0,0,5,5,2.887376122832472,142.7921656292754,0.8300000000000003,0.1699999999999997,74.40346847871383,8.55212281364527,372.01734239356915,1460546.633323551,30440433868.848873,1006.0,0.4565944473501297,0.47081020806452006,P1,-486,AN,230.0,0.0,50.0,225.91.19.203,12037,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,75.74057377833154,P2,0,0,0,0,0,0,0,1.8425246422411363,3.126737046709576,5,5
H167,EH167,True,1,19.999012313944423,99999,1.0008872695812605,23.000831341500355,16.99929153339758,20.332562841334596,18.884922050858826,22.00878066078513,0,0,0,0,1,74.92534246406998,14.53883872377724,2.4,1200.0,2000.0,0,0,0,0,3.3907986895567057,2.487890613731733,0,0,5,5,3.188615966156503,34.89321293706537,0.8900000000000003,0.10999999999999965,21.425762547529903,2.4627313273022877,107.12881273764951,382704.81180853554,4813169792.538781,1006.0,0.4935017246556831,0.5560546047723551,P1,296,BN,230.0,120.0,50.0,237.82.40.100,10295,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,42.08910741093746,P4,0,0,0,0,0,0,0,3.4170074560006802,2.4047924212325746,5,5
H168,EH168,True,1,19.999714252092335,99999,0.9993657544422391,22.999700480036694,16.9991454861012,20.67163270538486,19.318571274842146,22.602182657757215,0,0,0,0,0,67.5075135808872,19.91206869312593,2.4,1600.0,2400.0,0,0,0,0,4.68716440006523,4.8644645197221275,0,0,5,5,1.7688903253108863,47.78896486350224,0.7200000000000002,0.2799999999999998,28.637353003408368,3.291649770506709,143.18676501704184,424026.5743508313,16779661342.872894,1006.0,0.4958414300596002,0.5415491897394171,P3,-355,CN,230.0,-120.0,50.0,236.122.100.164,12546,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,24.064703236739593,P2,0,0,0,0,0,0,0,1.7051511851806866,3.9453139902596694,5,5
H169,EH169,True,1,19.999237300161997,99999,1.0006486889369244,22.99858679853273,17.000751476979758,21.56209532353778,20.486185933587713,22.160180094774333,0,0,0,0,0,48.07986314849824,20.84576252382749,2.4,1700.0,2400.0,0,0,0,0,3.787789757819507,2.7265025987188443,0,0,5,5,1.791679545597122,50.02983005718597,0.9400000000000004,0.05999999999999961,29.258035473153083,3.362992583121044,146.2901773657654,579548.5673369061,3764244413.502648,1006.0,0.4512945404145374,0.5470268267732725,P2,-104,AN,230.0,0.0,50.0,234.109.212.238,10278,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,66.84581087893575,P4,0,0,0,0,0,0,0,4.095789476605908,3.8808524043205117,5,5
H170,EH170,True,1,20.00082514876222,99999,1.0009030275651938,23.000097603025818,16.999685048497664,21.40829858513265,18.837648714041727,21.229282781875447,0,0,0,0,0,71.33140378293092,63.06356464879772,2.4,5000.0,2400.0,0,0,0,0,2.349412516029611,4.961767249239999,0,0,5,5,1.82190195933777,151.35255515711452,0.8200000000000003,0.17999999999999972,79.93269253308819,9.187665808400942,399.66346266544093,1529454.5115051337,34163298750.063835,1006.0,0.5036870655118428,0.47809131834123697,P3,-128,BN,230.0,120.0,50.0,226.210.190.50,12911,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,62.963713367216066,P3,0,0,0,0,0,0,0,2.6534640099132796,2.242885511126355,5,5
H171,EH171,True,1,19.99923499194945,99999,0.9988566407461887,23.000608394893884,17.000356629532206,18.8299286094617,18.145447363854117,22.208270571842345,0,0,0,0,0,27.805969030843986,35.614468439926235,2.4,2800.0,2400.0,0,0,0,0,4.0961650320366845,3.932694939746023,0,0,5,5,2.6216403572221307,85.47472425582296,0.6000000000000001,0.3999999999999999,48.195231192073024,5.53968174621529,240.97615596036513,632007.0373167315,42874121686.72079,1006.0,0.43079955164428985,0.5728652594782937,P4,-750,CN,230.0,-120.0,50.0,238.45.93.204,11476,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,45.88562969155495,P5,0,0,0,0,0,0,0,2.834725947974619,3.2858343771400507,5,5
H172,EH172,True,1,19.999763995411918,99999,1.001180404332911,23.001127330005126,16.99966478454989,21.263675055108664,18.184062000092947,22.269048481990268,0,0,0,0,1,77.0037782663868,54.60104302175784,2.4,4400.0,2400.0,0,0,0,0,2.618732521440589,3.2150962395169747,0,0,5,5,1.0321535117048404,131.0425032522188,0.8000000000000003,0.19999999999999973,72.16738674140235,8.295101924299122,360.8369337070118,1291918.5168725227,32865459815.656437,1006.0,0.45721567888220643,0.524097887330627,P4,843,AN,230.0,0.0,50.0,231.150.219.247,10822,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,50.474140719583616,P2,0,0,0,0,0,0,0,2.2711305173831677,2.378859320760361,5,5
H173,EH173,True,1,19.998821944717925,99999,1.0009794706022899,22.998892322618186,16.99930930259341,18.430107963186316,20.28402217136201,21.6967535379078,0,0,0,0,1,48.6599251287595,65.81308824348623,2.4,5300.0,2400.0,0,0,0,0,4.884589433557358,2.027632572695362,0,0,5,5,3.652644924019345,157.95141178436697,0.6100000000000001,0.3899999999999999,86.85344004531478,9.983154028197102,434.2672002265739,1187370.6301148557,77247717447.2625,1006.0,0.5274245945759712,0.49072476786149455,P3,690,BN,230.0,120.0,50.0,225.103.241.43,11279,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,59.43832142561776,P4,0,0,0,0,0,0,0,1.2477485760368552,4.422595996475602,5,5
H174,EH174,True,1,19.999372750721715,99999,1.0008040747688065,23.001216877803063,16.999604320462492,19.621980037164164,21.576295570309423,21.531733939179013,0,0,0,0,1,24.146332630307647,44.19557060362509,2.4,3500.0,2400.0,0,0,0,0,4.40102041723914,4.95740518677717,0,0,5,5,1.9726535630928794,106.06936944870021,0.52,0.48,57.58659937488449,6.619149353435,287.9329968744225,679714.111001167,63845274858.56163,1006.0,0.4515069798925988,0.5081148727556206,P5,-471,CN,230.0,-120.0,50.0,230.42.236.165,10595,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,36.836401035615296,P1,0,0,0,0,0,0,0,3.670538319346497,3.366208885463795,5,5
H175,EH175,True,1,19.999938039249926,99999,0.9995935824430495,22.999190607135024,16.998804169452352,20.1272883845658,21.34977834259832,21.819846422069762,0,0,0,0,1,32.58105949773801,45.012559820387324,2.4,3600.0,2400.0,0,0,0,0,4.914455593413502,2.758770475122022,0,0,5,5,2.8552515634946416,108.03014356892957,0.9300000000000004,0.06999999999999962,58.45045823506819,6.718443475295195,292.25229117534093,1238114.6349066584,9482886002.480587,1006.0,0.5395008669095762,0.5178161512119502,P3,-110,AN,230.0,0.0,50.0,232.132.184.44,10144,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,69.81828871431155,P2,0,0,0,0,0,0,0,3.014341156911585,4.518333922215424,5,5
H176,EH176,True,1,19.999262892669027,99999,1.0002958132921906,23.00047750390283,16.998812240303547,20.93652060013318,20.824592610870358,21.6372102662503,0,0,0,0,1,54.74868691506937,26.252176390887495,2.4,2100.0,2400.0,0,0,0,0,2.875446456802656,4.608770080919691,0,0,5,5,2.5943026225013703,63.00522333812999,0.55,0.44999999999999996,35.9404084545582,4.131081431558415,179.702042272791,427043.5828886531,35553847529.70675,1006.0,0.4960292494191193,0.4486065679320612,P3,-764,BN,230.0,120.0,50.0,228.201.63.114,11314,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,72.29894025758416,P1,0,0,0,0,0,0,0,4.65989191710464,2.94861325496119,5,5
H177,EH177,True,1,20.000526833647484,99999,1.0000605431277643,23.001175036717836,16.999463575842615,18.02340219499374,20.74252746033034,21.447329593416605,0,0,0,0,1,26.912044078755684,32.36679407823643,2.4,2600.0,2400.0,0,0,0,0,4.945008833015185,2.1874139949169487,0,0,5,5,2.5407907726388674,77.68030578776744,0.7600000000000002,0.23999999999999977,44.46058044919156,5.110411545884088,222.3029022459578,727541.0023865324,23378664829.886463,1006.0,0.5618220350177111,0.4737168528116504,P4,-701,CN,230.0,-120.0,50.0,234.188.14.124,11074,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,44.22562385840249,P5,0,0,0,0,0,0,0,4.361815227822495,3.681969798278959,5,5
H178,EH178,True,1,19.9993086410299,99999,0.9987506275504966,22.99909657072457,17.000760610796444,19.500247731872577,19.416560870374923,22.301857936625602,0,0,0,0,1,29.762328299193825,58.41936902984718,2.4,4700.0,2400.0,0,0,0,0,2.2380586680634207,4.35700753753306,0,0,5,5,3.0843173635763734,140.20648567163323,0.8400000000000003,0.1599999999999997,72.7715948268864,8.364551129527174,363.85797413443197,1451377.3627323078,28131029285.156437,1006.0,0.5607900077874339,0.4949944116426638,P2,199,AN,230.0,0.0,50.0,225.78.227.123,12664,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,47.82583086658279,P5,0,0,0,0,0,0,0,3.139507125554319,3.2217492373910996,5,5
H179,EH179,True,1,19.999214938319938,99999,0.9995169837553758,23.000800036780404,17.00029111663085,20.796361656851985,18.36140896305745,21.776340115569834,0,0,0,0,1,75.48549413556916,43.20683668110878,2.4,3500.0,2400.0,0,0,0,0,2.7305401034431136,4.065844098301191,0,0,5,5,3.899471210911692,103.69640803466108,0.6800000000000002,0.31999999999999984,56.29795250618076,6.4710290236989385,281.4897625309038,868971.5962080194,41611294616.14878,1006.0,0.5346856117437144,0.512399004415959,P4,479,BN,230.0,120.0,50.0,234.115.218.170,10494,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,63.76519061629517,P2,0,0,0,0,0,0,0,4.086083000136362,2.01882185191679,5,5
H180,EH180,True,1,20.000314606220865,99999,1.0001650907555169,22.999810919692553,16.998482024556772,19.032611540170873,21.135814803314805,21.605611623289644,0,0,0,0,1,46.9567116455931,58.04480296869376,2.4,4600.0,2400.0,0,0,0,0,4.482627821932619,4.813475909395235,0,0,5,5,2.9580495730927048,139.307527124865,0.6500000000000001,0.34999999999999987,73.17577240403088,8.4110083223024,365.87886202015443,1115888.739223208,61142073655.10323,1006.0,0.5019375998117553,0.5488904321876691,P3,-26,CN,230.0,-120.0,50.0,234.120.33.158,11393,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,58.926857675477386,P2,0,0,0,0,0,0,0,4.949033248206238,4.3257962197987805,5,5
H181,EH181,True,1,19.999110042679895,99999,1.0004874383431324,22.998462516070525,16.998851030863896,21.836665131929866,19.667899525845925,21.991237320755534,0,0,0,0,1,61.07591077719137,25.75729099475596,2.4,2100.0,2400.0,0,0,0,0,4.957262556133306,3.220097377548079,0,0,5,5,2.6798878950060447,61.8174983874143,0.7700000000000002,0.22999999999999976,35.007181980982594,4.023814020802598,175.03590990491296,586590.6100651536,17829402884.89801,1006.0,0.51211256167944,0.5002693811199262,P3,479,AN,230.0,0.0,50.0,232.168.109.214,10765,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,73.34382710273323,P3,0,0,0,0,0,0,0,3.262287439315174,4.292125297060678,5,5
H182,EH182,True,1,19.998696902924923,99999,0.9987055101442918,22.998765529429726,16.99811737391481,21.557288217626127,19.478749574260306,21.063274277346153,0,0,0,0,1,71.67180546623209,21.285463523250865,2.4,1700.0,2400.0,0,0,0,0,3.4235677988630546,2.255408567844393,0,0,5,5,1.0490812997072032,51.085112455802076,0.6100000000000001,0.3899999999999999,30.879626658721804,3.5493823745657247,154.39813329360902,384022.9186994669,24983685097.634552,1006.0,0.48568435686373,0.46297699102235296,P4,-662,BN,230.0,120.0,50.0,236.153.11.243,12601,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,68.59837822647367,P2,0,0,0,0,0,0,0,0.2956565653770704,2.336523953914195,5,5
H183,EH183,True,1,20.001690131508813,99999,1.0004831070889844,22.99986536423745,17.001021858903346,21.03330178479999,18.59072953445686,21.425474667364146,0,0,0,0,1,70.52752378859498,56.31417385576527,2.4,4500.0,2400.0,0,0,0,0,3.513729964943474,2.4774974391975504,0,0,5,5,2.5302791811532104,135.15401725383663,0.7900000000000003,0.20999999999999974,70.46613828159474,8.099556124321236,352.3306914079737,1315797.3445384498,35591458903.6253,1006.0,0.5004009259425332,0.5309982663922916,P5,154,CN,230.0,-120.0,50.0,227.170.146.79,10067,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,64.54219618995984,P1,0,0,0,0,0,0,0,4.025347665933035,2.67117699997277,5,5
H184,EH184,True,1,20.00075719598406,99999,1.0013450498560759,22.999686406427784,17.000485054489285,21.23922172650556,21.133361372760323,22.58041946774138,0,0,0,0,1,70.52219884802525,21.68694401087319,2.4,1700.0,2400.0,0,0,0,0,2.7854205814647575,3.0016784441585003,0,0,5,5,1.537382763963831,52.048665626095655,0.7900000000000003,0.20999999999999974,30.01270557712025,3.449736273232213,150.06352788560125,506721.8674600089,13706495605.976013,1006.0,0.4687362507223314,0.5139787680952246,P4,-322,AN,230.0,0.0,50.0,225.209.126.176,10907,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,61.241212807131134,P3,0,0,0,0,0,0,0,2.071650028077534,2.9450539603731007,5,5
H185,EH185,True,1,19.99974401576245,99999,1.0012850304068064,23.000551248451284,16.99676449807835,20.228831217902947,18.609569838836524,21.787292291738662,0,0,0,0,1,32.37633172217482,26.01218323926132,2.4,2100.0,2400.0,0,0,0,0,3.3074615757779444,4.131604808221833,0,0,5,5,3.2816597212901675,62.42923977422716,0.8300000000000003,0.1699999999999997,35.04336297574834,4.027972755833143,175.21681487874167,638556.1530730242,13308665335.069725,1006.0,0.49537203643679933,0.4808090358732089,P4,544,BN,230.0,120.0,50.0,237.118.57.43,12983,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,45.115863893055156,P5,0,0,0,0,0,0,0,1.044230974452018,3.6658921340643853,5,5
H186,EH186,True,1,19.999087824368907,99999,1.0009998603262376,23.00007167931543,16.99897041977683,21.302559627448133,18.222770556822553,22.34376977007353,0,0,0,0,1,39.79441837213802,17.586232999993133,2.4,1400.0,2400.0,0,0,0,0,4.863161549255593,3.3072031077990216,0,0,5,5,1.3819987028735732,42.206959199983515,0.5700000000000001,0.42999999999999994,25.142759739679217,2.8899723838711746,125.71379869839609,296477.59260828356,22758836539.815105,1006.0,0.48231062035015043,0.49985465875157814,P4,-839,CN,230.0,-120.0,50.0,237.83.186.142,11639,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,63.600508774693196,P5,0,0,0,0,0,0,0,3.282624155067358,2.704076896299057,5,5
H187,EH187,True,1,19.999307843406545,99999,0.999985196459381,23.00222463015558,17.000267091640662,21.88782072873219,20.32567147972825,22.127717153427046,0,0,0,0,1,75.34826815736508,33.48428691700361,2.4,2700.0,2400.0,0,0,0,0,4.208057720451224,3.8796408424469333,0,0,5,5,3.365296205768773,80.36228860080865,0.8200000000000003,0.17999999999999972,43.801747506967665,5.034683621490537,219.00873753483833,812080.5408788421,18139375782.974503,1006.0,0.46778117291008997,0.5239187122485836,P3,435,AN,230.0,0.0,50.0,237.123.183.48,10978,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,51.493299810314895,P2,0,0,0,0,0,0,0,1.2456115452805343,2.0034378509192257,5,5
H188,EH188,True,1,19.99950805611842,99999,1.0002705248720543,22.99858318803186,17.001276425526108,21.04558125560358,18.561779215835298,21.770402552445265,0,0,0,0,0,25.582848138295866,24.34723003513911,2.4,1900.0,2400.0,0,0,0,0,2.8825507496529923,2.97248741910318,0,0,5,5,2.0084332671780136,58.43335208433386,0.8600000000000003,0.13999999999999968,33.82525476093695,3.887960317349075,169.12627380468476,619287.3477205926,10258559291.925629,1006.0,0.5567299962926041,0.4862295139909815,P3,-857,BN,230.0,120.0,50.0,224.33.80.215,10292,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,68.88814374820038,P4,0,0,0,0,0,0,0,4.656509234169467,3.5436691634098123,5,5
