house,name,volume,heating_power,air_part,material_part,cooling_power,ventilation_power,standby_power,heating_power_thermal,cooling_power_thermal,min_heatingtime,min_coolingtime,cooling_counter,heating_counter,charging_counter,discharging_counter,cop,heating_setpoint,cooling_setpoint,tolerance,temp_max,temp_min,temp_in,temp_mat,temp_out,temp_refill,proposed_status,actual_status,proposed_demand,actual_demand,mode,priority,R_value,surface_area,Ua,Um,U,Ca,Cm,Cp,location,mass_change,schedule,schedule_skew,with_dr,phase,voltage,angle,frequency,mcast_ip_local,mcast_port_local,mcast_ip_global,mcast_port_global,s0,e0,s1,e1,s2,e2,s3,e3,s4,e4,s5,e5,s6,e6,s7,e7,s8,e8,s9,e9,connected,load_class,load_type,profile,skew,irradiance,irradiance_roof,irradiance_wall1,irradiance_wall2,irradiance_wall3,irradiance_wall4,counter,min_cycletime,min_chargingtime,min_dischargingtime
H078,WH078,0.18,3000.0,1.0,0.0,0,0,0,3000.0,0,2.377947375267918,3.1909865145082676,0,229,5,5,0.98,57.0,99999,4.0,61.0,50.0,55.07979021758565,55.07979021758565,20.0,12.98417512660744,0,0,0,0,1,79.79632636500861,1.388470141524242,1.4823415671664024,1.0676078100888147,148.23415671664023,0.01779346350148024,753482.474705916,15340.456410291667,4186,inside,4.622927936081918e-06,P3,172,True,CN,230.0,-120.0,50.0,238.175.250.187,12886,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P2,0,0,0,0,0,0,0,4.505007071649304,3.357018122054929,5,5
H079,WH079,0.135,3000.0,1.0,0.0,0,0,0,3000.0,0,2.1382647883744212,2.5170312967410307,0,186,5,5,0.98,57.0,99999,4.0,61.0,50.0,50.95108874878979,50.95108874878979,19.99272980116646,13.386798662930227,0,0,0,0,1,22.457986951164983,1.0934342852914625,1.2236460031989773,1.1190850878366285,122.36460031989773,0.018651418130610473,565111.856029437,12663.267757905576,4186,inside,4.464117360605347e-06,P5,813,True,AN,230.0,0.0,50.0,237.188.23.149,11252,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P2,0,0,0,0,0,0,0,3.805618122123681,3.6683231543724535,5,5
H080,WH080,0.177,3000.0,1.0,0.0,0,0,0,3000.0,0,4.824341047559283,2.3166586952197017,0,4,5,5,0.9955362962968403,57.0,99999,4.0,61.0,50.0,52.203412012617335,52.203412012617335,20.0,13.211493642837388,0,0,0,0,1,27.803972231896857,1.0480258655544097,1.4658250117957676,1.398653468366776,146.58250117957675,0.02331089113944627,740924.4334608173,15169.52988207204,4186,inside,6.5973417745480986e-06,P2,-321,True,BN,230.0,120.0,50.0,233.182.203.190,10552,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P3,0,0,0,0,0,0,0,7.221240497589848,4.38261785510736,5,5
H081,WH081,0.3,3000.0,1.0,0.0,0,0,0,3000.0,0,3.744447990617358,4.7807077350386145,0,266,5,5,0.98,57.0,99999,4.0,61.0,50.0,55.88210570669713,55.88210570669713,19.98211787791832,13.716108804786577,0,0,0,0,1,55.411385921856706,0.9655938719755213,2.083758831471218,2.1580075142855124,208.3758831471218,0.035966791904758544,1255804.12450986,21564.403395129342,4186,outside,6.40925211666429e-06,P4,646,True,CN,230.0,-120.0,50.0,225.82.29.71,11668,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P5,0,0,0,0,0,0,0,1.5697822203465783,4.4433221417530895,5,5
H082,WH082,0.4,4800.0,1.0,0.0,0,0,0,4800.0,0,3.242585921780372,3.071213060658205,0,89,5,5,0.9853065659329147,57.0,99999,4.0,61.0,50.0,57.20929748511969,57.20929748511969,19.999023464912227,12.621763540132036,0,0,0,0,1,22.17579034699904,1.3393373641342141,2.5242940554414575,1.8847335428988299,252.42940554414574,0.03141222571498049,1674405.4993464802,26123.414320952554,4186,inside,4.232905698219191e-06,P5,426,True,AN,230.0,0.0,50.0,225.241.71.46,12054,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P4,0,0,0,0,0,0,0,3.5404183555870548,4.209621905205875,5,5
H083,WH083,0.25,3000.0,1.0,0.0,0,0,0,3000.0,0,2.4716653268206423,3.533538898055391,0,1,5,5,0.98,57.0,99999,4.0,61.0,50.0,54.957667770986795,54.957667770986795,20.0,12.965686396552782,0,0,0,0,1,52.360169383419915,0.8805509190494242,1.8452701486440286,2.0955859663811855,184.52701486440284,0.03492643277301976,1046503.4370915501,19096.33171428732,4186,outside,5.284389554160348e-06,P1,-863,True,BN,230.0,120.0,50.0,225.46.135.59,10762,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P1,0,0,0,0,0,0,0,2.528667432985668,3.3758817046459777,5,5
H084,WH084,0.4,3600.0,1.0,0.0,0,0,0,3600.0,0,4.5496461076373675,4.0902415249571735,0,265,5,5,1.0,57.0,99999,4.0,61.0,50.0,55.72017557654735,55.72017557654735,19.985280286261364,13.264884313876166,0,0,0,0,1,50.63923415269335,1.0906799564764376,2.5242940554414575,2.314422338516671,252.42940554414574,0.03857370564194452,1674405.4993464802,26123.414320952554,4186,inside,4.422008014889177e-06,P1,775,True,CN,230.0,-120.0,50.0,238.47.166.253,10975,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P3,0,0,0,0,0,0,0,2.382661408296366,3.3749966678399526,5,5
H085,WH085,0.18,3000.0,1.0,0.0,0,0,0,3000.0,0,3.2739096630994475,2.8645220593929164,0,3,5,5,1.0,57.0,99999,4.0,61.0,50.0,56.66933690815169,56.66933690815169,19.997488372504918,11.946153735911835,0,0,0,0,1,41.535424332999504,0.8805509190494242,1.4823415671664024,1.683425154750421,148.23415671664023,0.02805708591250702,753482.474705916,15340.456410291667,4186,outside,5.008629209876407e-06,P5,-154,True,AN,230.0,0.0,50.0,225.24.170.18,10052,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P3,0,0,0,0,0,0,0,3.788061714593416,3.5741495384227235,5,5
H086,WH086,0.135,2000.0,1.0,0.0,0,0,0,2000.0,0,4.682721463852156,4.023936240944975,0,298,5,5,0.9810225795825663,57.0,99999,4.0,61.0,50.0,54.48482773246573,54.48482773246573,19.998509440717307,12.926573773834077,0,0,0,0,1,44.17982044094406,1.1414682919964192,1.2236460031989773,1.0719929863832047,122.36460031989773,0.01786654977305341,565111.856029437,12663.267757905576,4186,outside,4.976097755733245e-06,P3,870,True,BN,230.0,120.0,50.0,232.166.47.247,11025,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P5,0,0,0,0,0,0,0,8.884186127478394,3.955892121595343,5,5
H087,WH087,0.18,3000.0,1.0,0.0,0,0,0,3000.0,0,4.4959044662823615,4.129315343537128,0,180,5,5,0.98,57.0,99999,4.0,61.0,50.0,57.75051678462791,57.75051678462791,19.99249067761099,12.899437967070371,0,0,0,0,1,68.3719380028889,1.5730388660611225,1.4823415671664024,0.9423426204834815,148.23415671664023,0.015705710341391357,753482.474705916,15340.456410291667,4186,inside,4.213952208733272e-06,P2,336,True,CN,230.0,-120.0,50.0,236.244.8.182,11083,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P5,0,0,0,0,0,0,0,9.123099678711137,4.595706623204599,5,5
H088,WH088,0.3,3000.0,1.0,0.0,0,0,0,3000.0,0,4.811584152501751,2.2382699653452853,0,80,5,5,0.98,57.0,99999,4.0,61.0,50.0,55.348032327017414,55.348032327017414,20.0,12.370263814807933,0,0,0,0,1,29.47898210454853,1.1960284042878406,2.083758831471218,1.742231893490828,208.3758831471218,0.029037198224847134,1255804.12450986,21564.403395129342,4186,inside,5.300263286486911e-06,P3,110,True,AN,230.0,0.0,50.0,238.61.178.55,11841,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P2,0,0,0,0,0,0,0,8.243628565608027,4.449119951524911,5,5
H089,WH089,0.177,3000.0,1.0,0.0,0,0,0,3000.0,0,2.7895827879010744,3.161145485791437,0,185,5,5,1.0,57.0,99999,4.0,61.0,50.0,53.41032495361908,53.41032495361908,19.99733064900654,12.759797279346017,0,0,0,0,1,62.954978285815,0.8805509190494242,1.4658250117957676,1.6646680845875,146.58250117957675,0.027744468076458334,740924.4334608173,15169.52988207204,4186,outside,3.979819345423274e-06,P1,670,True,BN,230.0,120.0,50.0,236.137.89.146,11795,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P4,0,0,0,0,0,0,0,9.513416360042292,3.1111358828341515,5,5
H090,WH090,0.135,2000.0,1.0,0.0,0,0,0,2000.0,0,3.874672017135224,4.640308889853213,0,22,5,5,0.98,57.0,99999,4.0,61.0,50.0,52.71384531055462,52.71384531055462,20.0,12.3656971936024,0,0,0,0,1,45.64982182675615,0.9957499420365398,1.2236460031989773,1.2288687666868825,122.36460031989773,0.02048114611144804,565111.856029437,12663.267757905576,4186,outside,3.953009214848567e-06,P4,-324,True,CN,230.0,-120.0,50.0,231.129.119.184,12777,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P4,0,0,0,0,0,0,0,0.37535081498500933,4.78879185869764,5,5
H091,WH091,0.4,3600.0,1.0,0.0,0,0,0,3600.0,0,2.0624351907675202,3.24230930805148,0,284,5,5,1.0,57.0,99999,4.0,61.0,50.0,55.624914457940285,55.624914457940285,19.97985829238363,13.019954328327438,0,0,0,0,1,56.46567624208474,1.0488668924781908,2.5242940554414575,2.406686752670044,252.42940554414574,0.04011144587783407,1674405.4993464802,26123.414320952554,4186,inside,6.821250430519863e-06,P3,-825,True,AN,230.0,0.0,50.0,225.116.120.184,11327,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P4,0,0,0,0,0,0,0,3.4234382043183498,4.9532210061788975,5,5
H092,WH092,0.135,2000.0,1.0,0.0,0,0,0,2000.0,0,3.9598112987951914,2.910504235345197,0,57,5,5,1.0,57.0,99999,4.0,61.0,50.0,56.83979349492477,56.83979349492477,20.0,12.990347214500895,0,0,0,0,1,37.87126353676227,1.1391098683737055,1.2236460031989773,1.0742124505917616,122.36460031989773,0.017903540843196026,565111.856029437,12663.267757905576,4186,outside,3.902703603899675e-06,P4,-699,True,BN,230.0,120.0,50.0,233.20.119.71,12564,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P1,0,0,0,0,0,0,0,4.919975780904523,3.483447322716214,5,5
H093,WH093,0.135,3000.0,1.0,0.0,0,0,0,3000.0,0,4.064604728615656,3.005834494463061,0,266,5,5,0.98,57.0,99999,4.0,61.0,50.0,54.009224381289414,54.009224381289414,20.0,13.038541505068496,0,0,0,0,1,32.26245018527731,1.2018043001374696,1.2236460031989773,1.018174092952579,122.36460031989773,0.016969568215876318,565111.856029437,12663.267757905576,4186,inside,6.8508396701960515e-06,P2,128,True,CN,230.0,-120.0,50.0,230.244.64.138,12989,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P1,0,0,0,0,0,0,0,7.563996835622869,4.1857372692704775,5,5
H094,WH094,0.4,4800.0,1.0,0.0,0,0,0,4800.0,0,4.250107091610044,2.3822916307159177,0,236,5,5,0.98,57.0,99999,4.0,61.0,50.0,53.78130230438651,53.78130230438651,19.995200856557002,12.185009092685073,0,0,0,0,1,31.524274469866665,0.9845721155338462,2.5242940554414575,2.563848818806692,252.42940554414574,0.0427308136467782,1674405.4993464802,26123.414320952554,4186,outside,6.410003872297565e-06,P3,561,True,AN,230.0,0.0,50.0,232.228.91.163,11405,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P3,0,0,0,0,0,0,0,8.775563103376802,4.334681449005217,5,5
H095,WH095,0.135,2000.0,1.0,0.0,0,0,0,2000.0,0,4.8721249219204195,3.0370263360276715,0,141,5,5,1.0,57.0,99999,4.0,61.0,50.0,53.08984068780824,53.08984068780824,20.0,12.9469541412382,0,0,0,0,1,25.1590775155311,1.2987771364468939,1.2236460031989773,0.9421524054130986,122.36460031989773,0.015702540090218313,565111.856029437,12663.267757905576,4186,outside,4.524377084577619e-06,P3,-603,True,BN,230.0,120.0,50.0,225.68.243.103,11948,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P1,0,0,0,0,0,0,0,3.76144362017473,3.6501915638843068,5,5
H096,WH096,0.135,3000.0,1.0,0.0,0,0,0,3000.0,0,4.115704240498764,4.590897707294085,0,191,5,5,0.98,57.0,99999,4.0,61.0,50.0,56.51778842989968,56.51778842989968,19.99500278092202,12.565802244573652,0,0,0,0,1,33.90339302602625,1.352000826790407,1.2236460031989773,0.9050630583591147,122.36460031989773,0.015084384305985243,565111.856029437,12663.267757905576,4186,inside,5.481174653632471e-06,P3,-429,True,CN,230.0,-120.0,50.0,227.43.190.220,11681,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P4,0,0,0,0,0,0,0,9.429051585731901,3.440996274507591,5,5
H097,WH097,0.3,5000.0,1.0,0.0,0,0,0,5000.0,0,3.4408337141853953,3.414971266800991,0,231,5,5,0.98,57.0,99999,4.0,61.0,50.0,57.48739003042169,57.48739003042169,19.99905765997467,12.905533093657564,0,0,0,0,1,59.86226700596,1.3052193698826688,2.083758831471218,1.5964816946124045,208.3758831471218,0.026608028243540076,1255804.12450986,21564.403395129342,4186,inside,4.34856467619059e-06,P4,362,True,AN,230.0,0.0,50.0,225.126.210.193,12445,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P4,0,0,0,0,0,0,0,3.578069521562645,3.653101435116955,5,5
H098,WH098,0.177,3000.0,1.0,0.0,0,0,0,3000.0,0,3.0361405611885606,4.198076197465932,0,86,5,5,1.0,57.0,99999,4.0,61.0,50.0,59.417437072062114,59.417437072062114,20.0,13.006025054613248,0,0,0,0,1,62.954176835695776,1.0824039698708225,1.4658250117957676,1.3542310011766714,146.58250117957675,0.022570516686277853,740924.4334608173,15169.52988207204,4186,outside,5.983788871358755e-06,P3,855,True,BN,230.0,120.0,50.0,227.203.164.169,11062,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P5,0,0,0,0,0,0,0,0.5521916176341213,3.2034613158811016,5,5
H099,WH099,0.135,2000.0,1.0,0.0,0,0,0,2000.0,0,4.803688540284551,2.789956664541581,0,218,5,5,0.98,57.0,99999,4.0,61.0,50.0,54.33440218924221,54.33440218924221,19.98108149238073,13.020683675360882,0,0,0,0,1,77.20963249780883,1.2915203471160666,1.2236460031989773,0.9474461675585282,122.36460031989773,0.015790769459308802,565111.856029437,12663.267757905576,4186,inside,5.139378938184157e-06,P1,-346,True,CN,230.0,-120.0,50.0,224.183.222.240,11700,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P1,0,0,0,0,0,0,0,6.365838349073356,3.54388644900417,5,5
H100,WH100,0.177,3000.0,1.0,0.0,0,0,0,3000.0,0,3.077830906781889,3.321182829932436,0,62,5,5,0.98,57.0,99999,4.0,61.0,50.0,57.82825311552304,57.82825311552304,19.98883400736902,12.832980883122703,0,0,0,0,1,48.31607364552555,1.1515974839427527,1.4658250117957676,1.2728622910647445,146.58250117957675,0.02121437151774574,740924.4334608173,15169.52988207204,4186,inside,5.418695286687985e-06,P3,-730,True,AN,230.0,0.0,50.0,233.61.116.122,10433,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P4,0,0,0,0,0,0,0,7.536793362874777,4.81954715658885,5,5
H101,WH101,0.177,3000.0,1.0,0.0,0,0,0,3000.0,0,4.27511905587331,2.721786605689501,0,262,5,5,1.0,57.0,99999,4.0,61.0,50.0,59.23749816829483,59.23749816829483,20.0,12.919695440546784,0,0,0,0,1,47.76622594710234,1.127429306882875,1.4658250117957676,1.3001480472851037,146.58250117957675,0.021669134121418392,740924.4334608173,15169.52988207204,4186,inside,6.027929391035239e-06,P4,-164,True,BN,230.0,120.0,50.0,235.209.119.17,11042,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P1,0,0,0,0,0,0,0,4.146960845292355,3.947736908123863,5,5
H102,WH102,0.25,3000.0,1.0,0.0,0,0,0,3000.0,0,3.93041237749236,3.7612782183521087,0,196,5,5,1.0,57.0,99999,4.0,61.0,50.0,56.47811363999216,56.47811363999216,19.995411194924753,13.798047946603404,0,0,0,0,1,34.92951315800095,1.0689760035385487,1.8452701486440286,1.726203527989191,184.52701486440284,0.028770058799819854,1046503.4370915501,19096.33171428732,4186,inside,4.772049103372416e-06,P2,-627,True,CN,230.0,-120.0,50.0,233.99.44.220,12883,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P2,0,0,0,0,0,0,0,1.5524411713400421,4.915630686410013,5,5
H103,WH103,0.177,3000.0,1.0,0.0,0,0,0,3000.0,0,4.1552783203664765,4.314076029854127,0,53,5,5,0.98,57.0,99999,4.0,61.0,50.0,51.610046065655965,51.610046065655965,20.0,12.674228667557632,0,0,0,0,1,25.914579195346803,1.486441293570654,1.4658250117957676,0.9861304433185095,146.58250117957675,0.016435507388641826,740924.4334608173,15169.52988207204,4186,inside,6.856103867510468e-06,P4,695,True,AN,230.0,0.0,50.0,237.86.232.198,10862,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P1,0,0,0,0,0,0,0,1.589811660337509,3.100075250106629,5,5
H104,WH104,0.135,2000.0,1.0,0.0,0,0,0,2000.0,0,3.1890519784260323,3.8125307228463075,0,140,5,5,1.0,57.0,99999,4.0,61.0,50.0,51.69480577524369,51.69480577524369,19.9763759565719,13.26973472941715,0,0,0,0,1,21.564160234164863,1.1094985186673734,1.2236460031989773,1.102882052216444,122.36460031989773,0.01838136753694073,565111.856029437,12663.267757905576,4186,inside,5.4192723506227986e-06,P2,481,True,BN,230.0,120.0,50.0,231.157.97.152,12948,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P2,0,0,0,0,0,0,0,4.731907677361109,3.1236338629434144,5,5
H105,WH105,0.135,2000.0,1.0,0.0,0,0,0,2000.0,0,2.4824739109284573,4.595248721545417,0,266,5,5,0.98,57.0,99999,4.0,61.0,50.0,56.14727276215718,56.14727276215718,19.994732598113128,12.232196512348274,0,0,0,0,1,67.71611862568943,1.4811938340945898,1.2236460031989773,0.826121453541532,122.36460031989773,0.013768690892358866,565111.856029437,12663.267757905576,4186,inside,6.4683732780875345e-06,P4,-603,True,CN,230.0,-120.0,50.0,237.2.192.152,10841,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P3,0,0,0,0,0,0,0,3.4319471194877424,3.728315113342765,5,5
H106,WH106,0.25,3000.0,1.0,0.0,0,0,0,3000.0,0,4.209071195355664,2.466738004027208,0,248,5,5,0.98,57.0,99999,4.0,61.0,50.0,58.53086134107508,58.53086134107508,19.997058203423858,12.712149246402168,0,0,0,0,1,47.769747624932755,1.2221872952341943,1.8452701486440286,1.5098096305202058,184.52701486440284,0.025163493842003427,1046503.4370915501,19096.33171428732,4186,inside,4.887777963103265e-06,P4,46,True,AN,230.0,0.0,50.0,231.153.99.55,11012,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P2,0,0,0,0,0,0,0,2.8010399443763525,3.297974578422263,5,5
H107,WH107,0.177,3000.0,1.0,0.0,0,0,0,3000.0,0,3.4366955864998845,2.348322931896091,0,155,5,5,0.9954936384801734,57.0,99999,4.0,61.0,50.0,57.05762043952991,57.05762043952991,19.999124455660635,12.15419865452385,0,0,0,0,1,62.445285098200934,1.0396938668451885,1.4658250117957676,1.4098621320558684,146.58250117957675,0.023497702200931142,740924.4334608173,15169.52988207204,4186,outside,5.39645595268531e-06,P1,-286,True,BN,230.0,120.0,50.0,229.169.190.147,11596,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P4,0,0,0,0,0,0,0,1.2725110770737424,3.3627419192406602,5,5
H108,WH108,0.4,3600.0,1.0,0.0,0,0,0,3600.0,0,4.741068055844083,2.5007817777772656,0,157,5,5,1.0,57.0,99999,4.0,61.0,50.0,55.01232260498525,55.01232260498525,19.990903218853745,12.690350423136733,0,0,0,0,1,64.13299308815397,1.331150046913862,2.5242940554414575,1.8963257082053073,252.42940554414574,0.03160542847008846,1674405.4993464802,26123.414320952554,4186,inside,5.7785228308114125e-06,P2,-44,True,CN,230.0,-120.0,50.0,226.15.47.141,12135,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P3,0,0,0,0,0,0,0,6.797775693049611,4.907355100454249,5,5
H109,WH109,0.18,3000.0,1.0,0.0,0,0,0,3000.0,0,2.678723795852343,4.957169171081404,0,5,5,5,0.98,57.0,99999,4.0,61.0,50.0,53.24142787902517,53.24142787902517,20.0,12.605382384615574,0,0,0,0,1,77.58900620009865,1.0363769770492106,1.4823415671664024,1.4303111705423537,148.23415671664023,0.02383851950903923,753482.474705916,15340.456410291667,4186,inside,6.751864222338972e-06,P3,568,True,AN,230.0,0.0,50.0,229.247.232.202,11910,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P3,0,0,0,0,0,0,0,3.9213117211267057,3.970197003518243,5,5
H110,WH110,0.3,3000.0,1.0,0.0,0,0,0,3000.0,0,2.2968054016948782,3.1919188645738785,0,274,5,5,0.9828094129696026,57.0,99999,4.0,61.0,50.0,55.4285229430654,55.4285229430654,20.0,12.350423504527026,0,0,0,0,1,58.13463689713012,1.4352406795082706,2.083758831471218,1.4518532405207027,208.3758831471218,0.02419755400867838,1255804.12450986,21564.403395129342,4186,inside,6.0175962008887675e-06,P2,63,True,BN,230.0,120.0,50.0,233.181.231.51,10926,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P3,0,0,0,0,0,0,0,0.34899375106393404,3.83589685172074,5,5
H111,WH111,0.25,3000.0,1.0,0.0,0,0,0,3000.0,0,2.0972791166113067,3.5399742664077136,0,233,5,5,0.98,57.0,99999,4.0,61.0,50.0,57.29923888146232,57.29923888146232,19.981295936344438,13.40775451179619,0,0,0,0,1,59.401625124651176,1.2029523053695015,1.8452701486440286,1.5339512135331346,184.52701486440284,0.025565853558885573,1046503.4370915501,19096.33171428732,4186,outside,5.1854421117857005e-06,P3,-409,True,CN,230.0,-120.0,50.0,228.201.24.187,12443,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P4,0,0,0,0,0,0,0,5.460590471815384,4.067240038904705,5,5
H112,WH112,0.135,2000.0,1.0,0.0,0,0,0,2000.0,0,4.385116387728197,2.8133592265423277,0,47,5,5,1.0,57.0,99999,4.0,61.0,50.0,54.40347690889593,54.40347690889593,20.0,12.28421099756663,0,0,0,0,1,39.21947050251749,1.1372977280455865,1.2236460031989773,1.0759240724957553,122.36460031989773,0.017932067874929253,565111.856029437,12663.267757905576,4186,inside,6.652035169341502e-06,P4,-103,True,AN,230.0,0.0,50.0,227.239.176.215,10476,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P3,0,0,0,0,0,0,0,5.48128987333958,4.281957764194103,5,5
H113,WH113,0.4,4800.0,1.0,0.0,0,0,0,4800.0,0,3.52274219713932,3.7098598288348916,0,87,5,5,0.98,57.0,99999,4.0,61.0,50.0,52.94695229450489,52.94695229450489,20.0,13.011103367726585,0,0,0,0,1,76.51053803226445,0.9733539254560414,2.5242940554414575,2.59339793000656,252.42940554414574,0.04322329883344267,1674405.4993464802,26123.414320952554,4186,outside,5.5971353847928065e-06,P3,-769,True,BN,230.0,120.0,50.0,229.12.36.137,11319,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P1,0,0,0,0,0,0,0,2.968884840785196,3.3347975313598583,5,5
H114,WH114,0.177,3000.0,1.0,0.0,0,0,0,3000.0,0,3.2197393575720135,3.318948551142906,0,168,5,5,0.98,57.0,99999,4.0,61.0,50.0,55.052842656344474,55.052842656344474,19.97613628176555,13.172368521304636,0,0,0,0,1,43.36195421440766,1.179470014365863,1.4658250117957676,1.2427827701782332,146.58250117957675,0.020713046169637216,740924.4334608173,15169.52988207204,4186,outside,4.781456625520998e-06,P3,451,True,CN,230.0,-120.0,50.0,230.127.52.72,11195,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P4,0,0,0,0,0,0,0,2.153532935341722,3.5755417691276223,5,5
H115,WH115,0.3,5000.0,1.0,0.0,0,0,0,5000.0,0,2.0387187383810828,3.8503004138937467,0,91,5,5,1.0,57.0,99999,4.0,61.0,50.0,51.67108412916265,51.67108412916265,19.997734370467917,12.76139661912803,0,0,0,0,1,41.984921488112704,1.1691550109479927,2.083758831471218,1.7822776380880683,208.3758831471218,0.029704627301467806,1255804.12450986,21564.403395129342,4186,outside,5.758502030049101e-06,P3,-254,True,AN,230.0,0.0,50.0,226.2.202.236,12256,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P4,0,0,0,0,0,0,0,0.47232038086895467,3.2140312651902807,5,5
H116,WH116,0.135,2000.0,1.0,0.0,0,0,0,2000.0,0,4.193054301641665,4.802840763434995,0,187,5,5,0.990507853728207,57.0,99999,4.0,61.0,50.0,59.375441765701005,59.375441765701005,20.0,12.873505640269814,0,0,0,0,1,45.97295108213981,1.0688505684002927,1.2236460031989773,1.1448242059040685,122.36460031989773,0.019080403431734477,565111.856029437,12663.267757905576,4186,inside,5.119777092875867e-06,P4,418,True,BN,230.0,120.0,50.0,230.72.206.19,10601,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P1,0,0,0,0,0,0,0,2.4646829658514733,3.233817624471913,5,5
